temperature;pressure [Pa];uptake [mol/g];min pressure [Pa];max pressure [Pa];min uptake [mol/g];max uptake [mol/g];langmuir K;langmuir qsat;langmuir K error;langmuir qsat error;sips_K
353;[50.2051, 80.3281, 120.492, 164.003, 180.738, 197.473, 220.902, 237.637, 254.372, 267.76, 284.495, 301.23, 314.618, 331.354, 348.089, 361.477, 378.212, 391.6, 408.335, 428.417, 438.458, 455.193, 468.581, 485.316, 502.051, 518.786, 532.174, 575.685, 599.114, 622.543, 645.972, 676.095, 706.218, 739.688, 766.464, 796.587, 830.057, 856.833, 886.956, 920.426, 953.896, 984.019, 1017.49, 1050.96, 1081.08, 1111.21, 1144.68, 1174.8, 1204.92, 1238.39, 1271.86, 1298.64, 1332.11, 1365.58, 1395.7, 1425.82, 1455.95, 1489.42, 1522.89, 1556.36, 1579.79];[0.143686, 0.193614, 0.306061, 0.405983, 0.462219, 0.5122, 0.587178, 0.643414, 0.69965, 0.749644, 0.805881, 0.862117, 0.918366, 0.968347, 1.02458, 1.08083, 1.13707, 1.19332, 1.24956, 1.31829, 1.35579, 1.41202, 1.46827, 1.51825, 1.57449, 1.63072, 1.73702, 1.76187, 1.81183, 1.84927, 1.89922, 1.91162, 1.93027, 1.9489, 1.96131, 1.97996, 1.99234, 2.011, 2.01089, 2.01701, 2.02939, 2.03553, 2.04165, 2.05404, 2.06643, 2.06631, 2.07244, 2.08483, 2.07846, 2.09084, 2.09071, 2.09686, 2.10298, 2.10911, 2.1215, 2.11513, 2.12127, 2.12739, 2.12726, 2.13338, 2.13329];50.2051;1579.79;0.143686;2.13338;0.001548036;3.2652274;0.000983187;0.911183386;6.11E-07
363;[40.1641, 87.0221, 120.492, 143.921, 164.003, 187.432, 217.555, 237.637, 257.719, 281.148, 301.23, 321.312, 338.048, 354.783, 374.865, 394.947, 415.029, 428.417, 441.805, 461.887, 481.969, 502.051, 522.133, 538.868, 562.297, 585.726, 609.155, 632.584, 659.36, 682.789, 709.565, 736.341, 756.423, 769.811, 796.587, 826.71, 853.486, 886.956, 917.079, 950.549, 984.019, 1017.49, 1047.61, 1077.74, 1107.86, 1141.33, 1171.45, 1204.92, 1235.04, 1268.51, 1298.64, 1332.11, 1365.58, 1395.7, 1429.17, 1462.64, 1492.76, 1526.23, 1556.36, 1589.83];[0.0749121, 0.137286, 0.205969, 0.255923, 0.299635, 0.34959, 0.412029, 0.461997, 0.511965, 0.561919, 0.605631, 0.643087, 0.699323, 0.749304, 0.799271, 0.855495, 0.905462, 0.955456, 0.980427, 1.03039, 1.08036, 1.13033, 1.1803, 1.23028, 1.26772, 1.31767, 1.36137, 1.40507, 1.44876, 1.49246, 1.52989, 1.56732, 1.60477, 1.60472, 1.63589, 1.66706, 1.69823, 1.70435, 1.72926, 1.7479, 1.77279, 1.78517, 1.80382, 1.82247, 1.83486, 1.84724, 1.86589, 1.87202, 1.88441, 1.89053, 1.90293, 1.90905, 1.92143, 1.92757, 1.9337, 1.94608, 1.95222, 1.95834, 1.97073, 1.97686];40.1641;1589.83;0.0749121;1.97686;0.000864736;3.667974573;0.000749274;1.754517993;1.35E-10
373;[46.8581, 73.6341, 123.839, 150.615, 177.391, 207.514, 234.29, 257.719, 284.495, 317.965, 344.742, 371.518, 394.947, 431.764, 455.193, 481.969, 508.745, 538.868, 562.297, 589.073, 615.849, 649.319, 676.095, 702.871, 729.647, 753.076, 779.852, 809.975, 836.751, 860.18, 890.303, 920.426, 950.549, 963.937, 994.061, 1024.18, 1067.69, 1097.82, 1131.29, 1174.8, 1204.92, 1238.39, 1275.21, 1305.33, 1338.8, 1378.97, 1409.09, 1439.21, 1482.72, 1516.19];[0.0811416, 0.118572, 0.180933, 0.218363, 0.262048, 0.305721, 0.343151, 0.380594, 0.424279, 0.474194, 0.511624, 0.549054, 0.586497, 0.642655, 0.680098, 0.723783, 0.761213, 0.811142, 0.848585, 0.886014, 0.9297, 0.973359, 1.01079, 1.04822, 1.07939, 1.11058, 1.14175, 1.17917, 1.21035, 1.23528, 1.26644, 1.29134, 1.3225, 1.33496, 1.35987, 1.38477, 1.42214, 1.44079, 1.46568, 1.49679, 1.51544, 1.53407, 1.56521, 1.58386, 1.6025, 1.62736, 1.63975, 1.65215, 1.677, 1.68313];46.8581;1516.19;0.0811416;1.68313;0.000394282;4.692577879;0.000723095;6.14472586;1.00E-06
383;[60.2461, 110.451, 140.574, 170.697, 200.82, 227.596, 261.066, 291.189, 321.312, 348.089, 378.212, 411.682, 441.805, 471.928, 502.051, 532.174, 562.297, 592.42, 622.543, 652.666, 682.789, 712.912, 746.382, 776.505, 806.628, 836.751, 870.221, 896.997, 927.12, 957.243, 987.366, 1017.49, 1050.96, 1081.08, 1111.21, 1141.33, 1171.45, 1201.57, 1235.04, 1265.17, 1295.29, 1325.41, 1355.54, 1389.01, 1419.13, 1449.25, 1482.72, 1512.85, 1542.97, 1573.09];[0.0936008, 0.130939, 0.155844, 0.18075, 0.211911, 0.230573, 0.24921, 0.280371, 0.305276, 0.323938, 0.348844, 0.373736, 0.398641, 0.423546, 0.448452, 0.473357, 0.492006, 0.516912, 0.541817, 0.566722, 0.591627, 0.616533, 0.641425, 0.66633, 0.691235, 0.71614, 0.734777, 0.759695, 0.7846, 0.815761, 0.834411, 0.859316, 0.884208, 0.902858, 0.927763, 0.952668, 0.971318, 0.996223, 1.01486, 1.03976, 1.05841, 1.08958, 1.10822, 1.13312, 1.15177, 1.17042, 1.19531, 1.21396, 1.23886, 1.26377];60.2461;1573.09;0.0936008;1.26377;0.000120294;7.880958792;0.000726435;41.79664862;0.000629117
393;[127.186, 160.656, 190.779, 220.902, 251.025, 284.495, 317.965, 348.089, 381.559, 411.682, 445.152, 475.275, 508.745, 538.868, 572.338, 602.461, 635.931, 666.054, 699.524, 732.994, 763.117, 796.587, 826.71, 860.18, 890.303, 920.426, 953.896, 984.019, 1017.49, 1050.96, 1081.08, 1114.55, 1144.68, 1178.15, 1208.27, 1241.74, 1271.86, 1305.33, 1335.46, 1368.93, 1399.05, 1432.52, 1462.64, 1496.11, 1526.23, 1559.7];[0.0745718, 0.0932082, 0.111858, 0.130507, 0.142901, 0.161537, 0.173918, 0.192567, 0.204948, 0.223598, 0.235978, 0.248372, 0.260753, 0.279402, 0.291783, 0.304176, 0.322813, 0.335207, 0.353843, 0.366224, 0.378617, 0.397254, 0.409648, 0.422028, 0.440678, 0.453071, 0.465452, 0.484102, 0.496482, 0.515119, 0.533768, 0.546149, 0.564798, 0.583435, 0.602084, 0.614465, 0.633114, 0.651751, 0.664144, 0.682781, 0.70143, 0.713811, 0.73246, 0.751097, 0.776002, 0.794638];127.186;1559.7;0.0745718;0.794638;1.57E-05;32.48867362;0.001056793;2150.510048;3.685838436
413;[76.9811, 147.268, 214.208, 244.331, 277.801, 324.659, 358.13, 391.6, 431.764, 465.234, 498.704, 542.215, 575.685, 605.808, 649.319, 682.789, 716.259, 756.423, 789.893, 823.363, 853.486, 860.18, 893.65, 923.773, 967.284, 1000.75, 1034.22, 1061.0, 1071.04, 1104.51, 1137.98, 1164.76, 1198.23, 1231.7, 1281.9, 1315.37, 1348.84, 1385.66, 1419.13, 1452.6, 1486.07, 1519.54];[0.0434893, 0.0619817, 0.0742315, 0.0803695, 0.0864944, 0.0925669, 0.104948, 0.104817, 0.117171, 0.11704, 0.123165, 0.135507, 0.141631, 0.141514, 0.153855, 0.153724, 0.159849, 0.165948, 0.172073, 0.178198, 0.190591, 0.184309, 0.190434, 0.196572, 0.202658, 0.202527, 0.208652, 0.221059, 0.221019, 0.220889, 0.227013, 0.23942, 0.239289, 0.245414, 0.251474, 0.263854, 0.263723, 0.276091, 0.27596, 0.282085, 0.28821, 0.300591];76.9811;1519.54;0.0434893;0.300591;0.00038227;0.772352901;0.00483032;6.951319129;1.00E-06
303;[16.8969, 34.8398, 60.1716, 67.5574, 73.8821, 80.2068, 87.5927, 90.749, 97.0737, 102.337, 107.604, 113.926, 120.241, 125.505, 130.769, 134.977, 140.241, 145.504, 148.661, 152.866, 158.13, 162.335, 167.599, 171.804, 178.12, 182.325, 187.589, 191.794, 197.058, 207.582, 212.846, 217.051, 223.376, 228.64, 232.845, 240.234, 247.62, 255.005, 261.33, 270.85, 280.367, 290.942, 300.462, 309.985, 319.505, 344.897, 370.289, 402.032, 423.189];[0.0672656, 0.158991, 0.287408, 0.330213, 0.379134, 0.428054, 0.470859, 0.50755, 0.55647, 0.611506, 0.660426, 0.715462, 0.782727, 0.837763, 0.892798, 0.941719, 0.996754, 1.05179, 1.08848, 1.14352, 1.19855, 1.25359, 1.30862, 1.36366, 1.43092, 1.48596, 1.54099, 1.59603, 1.65107, 1.76725, 1.82229, 1.87732, 1.92624, 1.98128, 2.03631, 2.073, 2.11581, 2.15862, 2.20754, 2.21365, 2.22588, 2.23811, 2.24423, 2.24423, 2.25034, 2.25646, 2.26257, 2.26257, 2.2748];16.8969;423.189;0.0672656;2.2748;0.000920596;9.88702449;0.00155509;13.56014119;5.78E-07
318;[22.1844, 36.971, 44.3629, 77.0895, 93.9713, 109.777, 127.693, 154.041, 166.672, 179.313, 185.638, 190.901, 197.226, 207.762, 213.029, 219.35, 224.617, 230.939, 237.26, 243.585, 249.91, 256.234, 261.498, 268.89, 276.273, 283.661, 291.044, 298.439, 307.944, 317.455, 320.621, 331.196, 340.71, 350.227, 360.808, 371.386, 381.964, 391.484, 402.062, 412.643, 423.222];[0.0733807, 0.128416, 0.158991, 0.311868, 0.409709, 0.54424, 0.691001, 0.905028, 1.03956, 1.15575, 1.20467, 1.2597, 1.30862, 1.40035, 1.44927, 1.5043, 1.55322, 1.60826, 1.6633, 1.71222, 1.76114, 1.81006, 1.86509, 1.89567, 1.94459, 1.98128, 2.0302, 2.05466, 2.09135, 2.11581, 2.13415, 2.14638, 2.16473, 2.17696, 2.17696, 2.18308, 2.18919, 2.19531, 2.20142, 2.20142, 2.20754];22.1844;423.222;0.0733807;2.20754;0.00085674;9.302388266;0.001828612;15.78009891;1.04E-09
333;[13.7345, 30.6314, 54.929, 61.2537, 69.7006, 77.0865, 84.4723, 89.7449, 96.0696, 103.452, 109.78, 120.319, 126.644, 131.908, 138.232, 148.768, 155.093, 166.693, 173.018, 177.236, 183.56, 190.946, 197.271, 207.816, 215.202, 222.588, 231.035, 234.2, 243.708, 252.158, 264.84, 274.354, 284.926, 293.379, 302.896, 312.413, 324.044, 334.619, 344.136, 350.479, 361.057, 370.574, 377.972, 387.492, 398.067, 406.523, 417.098];[0.0428054, 0.110071, 0.189567, 0.238487, 0.275178, 0.317983, 0.360788, 0.397479, 0.446399, 0.49532, 0.538125, 0.623736, 0.672656, 0.727692, 0.776612, 0.868338, 0.917258, 0.996754, 1.04567, 1.07625, 1.12517, 1.16798, 1.2169, 1.29028, 1.33308, 1.37589, 1.41258, 1.43092, 1.4615, 1.49207, 1.52265, 1.54099, 1.55934, 1.5838, 1.59603, 1.60826, 1.62661, 1.63884, 1.65107, 1.6633, 1.66941, 1.68164, 1.69999, 1.7061, 1.71833, 1.73668, 1.74891];13.7345;417.098;0.0428054;1.74891;0.001368821;5.227419682;0.002390985;6.591054651;4.61E-06
353;[22.7416, 90.9662, 159.191, 181.932, 227.416, 250.157, 272.899, 318.382, 341.123, 409.348, 591.28, 773.213, 977.887, 1114.34, 1250.79, 1409.98, 1773.84, 2160.45, 2319.64, 2524.31, 2706.25, 2933.66, 3138.33, 3365.75, 3593.17, 3820.58, 4048.0, 4275.41, 4480.09, 4707.5, 4934.92, 5162.33, 5389.75, 5617.16, 5844.58, 6049.25, 6253.93, 6481.34, 6686.02, 6913.43, 7140.85, 7368.26, 7595.68, 7823.1, 8027.77, 8255.18, 8482.6, 8710.02, 8937.43, 9301.3, 9528.71, 9756.13, 9847.09];[0.241329, 0.482657, 0.782846, 0.841707, 0.9712, 1.03006, 1.08892, 1.14778, 1.20664, 1.31259, 1.49506, 1.6481, 1.74227, 1.78936, 1.83645, 1.87177, 1.9424, 1.9836, 1.99538, 2.01303, 2.02481, 2.03658, 2.04835, 2.05424, 2.06601, 2.07778, 2.07778, 2.08955, 2.09544, 2.10132, 2.10721, 2.1131, 2.1131, 2.1131, 2.11898, 2.1131, 2.12487, 2.13075, 2.13664, 2.13664, 2.13075, 2.13664, 2.14253, 2.14253, 2.14841, 2.14253, 2.14841, 2.14841, 2.14841, 2.14841, 2.1543, 2.1543, 2.14841];22.7416;9847.09;0.241329;2.1543;0.003482115;2.227743178;0.002232911;0.209496099;0.002625035
348;[24.3246, 32.7686, 45.4449, 61.2867, 70.7917, 79.2387, 90.8479, 98.2367, 106.684, 121.458, 128.844, 136.23, 149.949, 157.335, 165.779, 179.502, 187.949, 196.396, 209.066, 217.513, 225.963, 237.581, 247.092, 256.6, 266.111, 275.625, 286.197, 294.653, 304.167, 322.14, 331.657, 342.229, 351.746, 362.322, 379.242, 389.818, 406.735, 417.311];[0.0244602, 0.0672656, 0.110071, 0.171222, 0.207912, 0.244602, 0.305753, 0.342443, 0.379134, 0.458629, 0.501435, 0.54424, 0.617621, 0.660426, 0.703232, 0.770497, 0.807187, 0.843878, 0.898913, 0.935604, 0.966179, 1.00898, 1.03344, 1.06402, 1.08848, 1.10683, 1.12517, 1.14352, 1.16186, 1.19244, 1.20467, 1.22301, 1.23524, 1.24747, 1.26582, 1.27805, 1.30251, 1.31474];24.3246;417.311;0.0244602;1.31474;0.001041503;4.667879394;0.003348203;11.54768756;1.95E-05
358;[29.6032, 39.1142, 48.6223, 61.2987, 71.8618, 80.3118, 90.8749, 100.383, 108.83, 118.338, 126.785, 136.293, 147.914, 157.422, 166.933, 178.557, 187.007, 197.577, 207.088, 216.596, 226.107, 235.621, 245.132, 255.704, 265.218, 274.729, 285.301, 293.754, 304.326, 313.84, 321.244, 330.758, 341.33, 349.789, 360.364, 369.878, 377.279, 387.854, 397.371, 405.833, 416.405];[0.0489205, 0.0733807, 0.103956, 0.146761, 0.183452, 0.214027, 0.250717, 0.281293, 0.317983, 0.348558, 0.385249, 0.415824, 0.452514, 0.483089, 0.50755, 0.538125, 0.5687, 0.59316, 0.617621, 0.648196, 0.672656, 0.691001, 0.715462, 0.733807, 0.752152, 0.776612, 0.794957, 0.819418, 0.837763, 0.856108, 0.862223, 0.880568, 0.898913, 0.911143, 0.923374, 0.941719, 0.953949, 0.966179, 0.978409, 0.984524, 1.00287];29.6032;416.405;0.0489205;1.00287;0.000916501;3.756142091;0.004192977;13.4942937;0.000200991
313;[544.636, 907.727, 1452.36, 1633.91, 1997.0, 2178.54, 2541.63, 2723.18, 3086.27, 3630.91, 4175.54, 4901.72, 5627.91, 6717.18, 7988.0, 9258.81, 10892.7, 12526.6, 14160.5, 15976.0, 17246.8, 19062.3, 20696.2, 22511.6, 24327.1, 25961.0, 27776.4, 29591.9, 31407.3, 33222.8, 35038.3, 36490.6, 38306.1, 40121.5, 42118.5, 43934.0, 45749.4, 47564.9, 49380.3, 51195.8, 53011.2, 54645.2, 56279.1, 58094.5, 59910.0, 61725.4, 63540.9, 65356.3, 67171.8, 68987.2, 70802.7, 72618.1, 74433.6, 76249.0, 78064.5, 79516.9, 81332.3, 83147.8];[0.848964, 0.376007, 1.17369, 1.23066, 1.37878, 1.43575, 1.4927, 1.54967, 1.60663, 1.68066, 1.72621, 1.77745, 1.82868, 1.87419, 1.91969, 1.95379, 1.98217, 2.01055, 2.02754, 2.03881, 2.05012, 2.0614, 2.07269, 2.07826, 2.08384, 2.09513, 2.09501, 2.10058, 2.10616, 2.11174, 2.11161, 2.11722, 2.11709, 2.12267, 2.12254, 2.12811, 2.12799, 2.12787, 2.13345, 2.13333, 2.13321, 2.1331, 2.13869, 2.13856, 2.13844, 2.14402, 2.1439, 2.14378, 2.14366, 2.14354, 2.14341, 2.14899, 2.14887, 2.14875, 2.14863, 2.14853, 2.14841, 2.14829];544.636;83147.8;0.376007;2.14899;0.00078551;2.19476163;0.000526989;0.180210224;1.00E-06
333;[1452.36, 1633.91, 1815.45, 2178.54, 2360.09, 2541.63, 2723.18, 3086.27, 4175.54, 4538.63, 5083.27, 5446.36, 5991.0, 6717.18, 7261.81, 8169.54, 8895.72, 9803.45, 10892.7, 11982.0, 13252.8, 16339.1, 19062.3, 21785.4, 23600.9, 25234.8, 27050.3, 29773.4, 31407.3, 33222.8, 35038.3, 36672.2, 38487.6, 40303.1, 42300.1, 44115.5, 45931.0, 47564.9, 49380.3, 51195.8, 53011.2, 54826.7, 56642.2, 58457.6, 60273.1, 62088.5, 63904.0, 65719.4, 67353.3, 69168.8, 70984.2, 72799.7, 74433.6, 76249.0, 78064.5, 79698.4, 81513.9, 83329.3, 84781.7];[0.529816, 0.586784, 0.643752, 0.700707, 0.757675, 0.814643, 0.871611, 0.922868, 1.12223, 1.17918, 1.23043, 1.28738, 1.34433, 1.39556, 1.4468, 1.49803, 1.54926, 1.60048, 1.64599, 1.6915, 1.737, 1.85076, 1.87337, 1.91307, 1.93004, 1.95273, 1.964, 1.98661, 1.9979, 2.00917, 2.02045, 2.02604, 2.03731, 2.04289, 2.04845, 2.05403, 2.05961, 2.06519, 2.06507, 2.07065, 2.07053, 2.07611, 2.07598, 2.08156, 2.08144, 2.08702, 2.08689, 2.08677, 2.08666, 2.09224, 2.09212, 2.092, 2.09189, 2.09177, 2.09165, 2.09154, 2.09142, 2.0913, 2.0912];1452.36;84781.7;0.529816;2.09224;0.000241509;2.236625575;0.000134772;0.233020606;1.00E-06
348;[1089.27, 2723.18, 3630.91, 3812.45, 4357.09, 4720.18, 5264.82, 5809.45, 6354.09, 6898.72, 7624.9, 8351.09, 9077.27, 9803.45, 10711.2, 11437.4, 12345.1, 13434.4, 15431.4, 16520.6, 17791.4, 19062.3, 20333.1, 21785.4, 23237.8, 25416.3, 27050.3, 28684.2, 30318.1, 32133.5, 33949.0, 35582.9, 37398.3, 39032.3, 40847.7, 43026.2, 43570.9, 45386.3, 47020.2, 48835.7, 50651.2, 52648.2, 54645.2, 56460.6, 58094.5, 59728.4, 61543.9, 62633.1, 62996.2, 64811.7, 66627.1, 68261.1, 70076.5, 71892.0, 72618.1, 74433.6, 76249.0, 78064.5, 79880.0, 81695.4, 84781.7];[0.233545, 0.489845, 0.58665, 0.649316, 0.70626, 0.757517, 0.814461, 0.865707, 0.92265, 0.973896, 1.03083, 1.08206, 1.13329, 1.18453, 1.23575, 1.28698, 1.33251, 1.4236, 1.45765, 1.50317, 1.54297, 1.58277, 1.61687, 1.65096, 1.72494, 1.72479, 1.75317, 1.78156, 1.80424, 1.82121, 1.84388, 1.86087, 1.87784, 1.89482, 1.9061, 1.90595, 1.92301, 1.93429, 1.94557, 1.95115, 1.95673, 1.9452, 1.97355, 1.97913, 1.98472, 1.99031, 1.99019, 1.98442, 1.99579, 2.00136, 2.00124, 2.00683, 2.00671, 2.01229, 2.01224, 2.01212, 2.012, 2.01188, 2.01175, 2.02873, 2.02852];1089.27;84781.7;0.233545;2.02873;0.000110618;2.294263302;6.54E-05;0.328380969;1.00E-06
363;[1089.27, 1452.36, 1997.0, 2360.09, 2904.73, 3449.36, 4175.54, 4720.18, 5264.82, 5991.0, 6717.18, 7443.36, 8169.54, 8895.72, 9803.45, 10711.2, 11618.9, 12526.6, 13615.9, 16339.1, 18154.5, 19425.4, 20696.2, 21967.0, 23419.4, 24690.2, 26142.5, 27594.9, 28865.7, 29410.3, 30862.7, 32496.6, 34130.5, 35764.4, 37398.3, 39032.3, 41392.3, 43570.9, 45204.8, 46838.7, 48654.2, 50288.1, 52103.5, 54463.6, 56279.1, 57913.0, 59728.4, 61362.3, 63177.8, 64993.2, 66445.6, 68987.2, 70621.1, 72436.6, 74252.0, 75886.0, 77701.4, 78790.7, 81150.8, 82966.2, 84963.2];[0.233545, 0.159447, 0.21639, 0.267648, 0.324591, 0.375837, 0.432768, 0.484014, 0.540957, 0.592191, 0.643424, 0.694658, 0.745891, 0.797125, 0.848346, 0.899567, 0.950788, 0.996312, 1.04182, 1.10432, 1.22386, 1.26935, 1.30916, 1.34326, 1.38305, 1.41715, 1.45124, 1.48533, 1.51374, 1.5194, 1.54779, 1.57617, 1.60455, 1.62724, 1.64992, 1.6726, 1.71803, 1.71788, 1.74057, 1.75755, 1.76883, 1.78581, 1.79709, 1.81972, 1.8253, 1.83658, 1.84786, 1.85914, 1.86472, 1.876, 1.8645, 1.89282, 1.89841, 1.90399, 1.90957, 1.92085, 1.92643, 1.91496, 1.9319, 1.93747, 1.92025];1089.27;84963.2;0.159447;1.93747;5.81E-05;2.375997268;3.92E-05;0.510224228;1.00E-06
373;[1089.27, 1997.0, 2904.73, 4357.09, 5264.82, 6172.54, 7261.81, 8169.54, 9077.27, 10166.5, 11074.3, 12163.5, 13071.3, 14160.5, 15249.8, 16339.1, 17428.4, 18517.6, 19788.4, 20877.7, 22148.5, 23419.4, 24690.2, 25961.0, 27231.8, 28684.2, 29955.0, 31407.3, 33041.3, 34493.6, 35946.0, 37579.9, 39213.8, 40847.7, 42481.6, 44115.5, 45749.4, 47564.9, 49198.8, 51014.2, 52648.2, 54282.1, 56097.5, 57731.4, 59546.9, 61180.8, 62996.2, 64811.7, 66445.6, 68261.1, 69895.0, 71710.4, 73525.9, 75159.8, 76975.2, 78790.7, 80606.1, 82240.0, 84055.5, 85689.4];[0.0569072, 0.108128, 0.15935, 0.239025, 0.290246, 0.335769, 0.386978, 0.432502, 0.483723, 0.529234, 0.574757, 0.625967, 0.67149, 0.722699, 0.76821, 0.813721, 0.859233, 0.904744, 0.944545, 0.990056, 1.03556, 1.08675, 1.12086, 1.16066, 1.20046, 1.24025, 1.27435, 1.30844, 1.35392, 1.37661, 1.405, 1.43338, 1.46176, 1.48445, 1.50713, 1.52981, 1.5525, 1.56947, 1.59215, 1.60912, 1.62611, 1.64879, 1.66576, 1.67705, 1.69402, 1.71101, 1.71659, 1.72786, 1.73915, 1.74472, 1.75601, 1.76159, 1.76716, 1.77845, 1.78403, 1.78961, 1.79518, 1.80077, 1.81205, 1.81194];1089.27;85689.4;0.0569072;1.81205;2.86E-05;2.658850177;2.32E-05;0.934663255;1.00E-06
393;[1089.27, 1633.91, 3086.27, 4357.09, 5809.45, 7080.27, 8532.63, 9984.99, 11437.4, 12889.7, 13979.0, 15431.4, 16702.2, 17973.0, 19425.4, 20877.7, 22148.5, 23782.4, 25053.3, 26505.6, 27958.0, 29410.3, 30862.7, 32315.1, 33585.9, 35038.3, 36490.6, 37943.0, 39576.9, 41029.2, 42481.6, 43934.0, 45567.9, 47020.2, 48654.2, 50288.1, 51922.0, 52829.7, 54463.6, 56097.5, 57731.4, 59365.3, 61180.8, 62996.2, 64811.7, 66445.6, 68079.5, 69895.0, 71528.9, 72981.2, 74796.7, 76612.1, 78246.0, 80061.5];[0.0569072, 0.0454748, 0.0795658, 0.107971, 0.142062, 0.176165, 0.210256, 0.244347, 0.278438, 0.312529, 0.340946, 0.375037, 0.414838, 0.448941, 0.48873, 0.522821, 0.556924, 0.596701, 0.636502, 0.670593, 0.704684, 0.738775, 0.772866, 0.801259, 0.829664, 0.863755, 0.897846, 0.926239, 0.954619, 0.98871, 1.0228, 1.0455, 1.07388, 1.09657, 1.12495, 1.15333, 1.17602, 1.18735, 1.21573, 1.23842, 1.2554, 1.27808, 1.29506, 1.31773, 1.3347, 1.35168, 1.36867, 1.38564, 1.39693, 1.41393, 1.4252, 1.44217, 1.45916, 1.47043];1089.27;80061.5;0.0454748;1.47043;7.68E-06;4.0059468;1.55E-05;5.730653191;1.00E-06
393;[1089.27, 1633.91, 3086.27, 4357.09, 5809.45, 7080.27, 8532.63, 9984.99, 11437.4, 12889.7, 13979.0, 15431.4, 16702.2, 17973.0, 19425.4, 20877.7, 22148.5, 23782.4, 25053.3, 26505.6, 27958.0, 29410.3, 30862.7, 32315.1, 33585.9, 35038.3, 36490.6, 37943.0, 39576.9, 41029.2, 42481.6, 43934.0, 45567.9, 47020.2, 48654.2, 50288.1, 51922.0, 52829.7, 54463.6, 56097.5, 57731.4, 59365.3, 61180.8, 62996.2, 64811.7, 66445.6, 68079.5, 69895.0, 71528.9, 72981.2, 74796.7, 76612.1, 78246.0, 80061.5, 81695.4, 83510.9, 85144.8];[0.0569072, 0.0454748, 0.0795658, 0.107971, 0.142062, 0.176165, 0.210256, 0.244347, 0.278438, 0.312529, 0.340946, 0.375037, 0.414838, 0.448941, 0.48873, 0.522821, 0.556924, 0.596701, 0.636502, 0.670593, 0.704684, 0.738775, 0.772866, 0.801259, 0.829664, 0.863755, 0.897846, 0.926239, 0.954619, 0.98871, 1.0228, 1.0455, 1.07388, 1.09657, 1.12495, 1.15333, 1.17602, 1.18735, 1.21573, 1.23842, 1.2554, 1.27808, 1.29506, 1.31773, 1.3347, 1.35168, 1.36867, 1.38564, 1.39693, 1.41393, 1.4252, 1.44217, 1.45916, 1.47043, 1.48172, 1.4873, 1.49289];1089.27;85144.8;0.0454748;1.49289;8.42E-06;3.740145277;1.47E-05;4.432743907;1.00E-06
423;[4538.63, 6172.54, 7988.0, 9621.9, 11437.4, 13071.3, 14523.6, 16157.5, 17791.4, 19425.4, 21240.8, 22693.2, 24145.5, 25597.9, 27231.8, 29047.3, 30681.2, 32496.6, 33767.4, 35401.3, 37216.8, 38850.7, 40484.6, 42118.5, 43752.4, 45386.3, 47020.2, 48835.7, 50469.6, 52103.5, 53555.9, 55371.3, 57005.2, 58639.1, 60454.6, 61725.4, 63540.9, 65174.8, 66808.7, 68624.1, 70258.1, 71710.4, 73344.3, 74978.2, 76793.7, 78427.6, 80243.0, 81877.0, 83329.3, 84781.7];[0.0338849, 0.0508697, 0.0735404, 0.0905253, 0.107498, 0.124483, 0.14148, 0.164163, 0.181148, 0.198132, 0.220803, 0.232102, 0.243401, 0.266096, 0.288779, 0.305752, 0.322737, 0.345407, 0.356718, 0.379401, 0.396374, 0.413359, 0.436042, 0.458725, 0.470011, 0.486996, 0.503981, 0.526652, 0.543637, 0.577716, 0.577619, 0.594591, 0.617274, 0.634259, 0.651232, 0.685335, 0.685214, 0.707896, 0.724881, 0.741854, 0.764537, 0.79293, 0.798519, 0.815504, 0.832476, 0.855159, 0.872132, 0.883419, 0.906114, 0.906017];4538.63;84781.7;0.0338849;0.906114;1.09E-07;99.99999996;1.38E-05;12614.94431;1.00E-06
