temperature;pressure [Pa];uptake [mol/g];min pressure [Pa];max pressure [Pa];min uptake [mol/g];max uptake [mol/g];langmuir K;langmuir qsat;langmuir K error;langmuir qsat error;sips_K
373;[181.932, 386.606, 591.28, 795.954, 1000.63, 1159.82, 1273.53, 1409.98, 1478.2, 1569.17, 1637.39, 1705.62, 1751.1, 1796.58, 1842.07, 1887.55, 2024.0, 2069.48, 2114.96, 2160.45, 2228.67, 2274.16, 2319.64, 2387.86, 2433.35, 2501.57, 2569.8, 2638.02, 2728.99, 2842.69, 2956.4, 3115.59, 3274.78, 3456.72, 3661.39, 3820.58, 4025.26, 4252.67, 4457.34, 4684.76, 4934.92, 5162.33, 5367.01, 5594.42, 5821.84, 6026.51, 6253.93, 6458.6, 6686.02, 6913.43, 7095.37, 7322.78, 7550.2, 7754.87, 7982.29, 8209.7, 8437.12, 8664.53, 8891.95, 9119.36, 9278.55, 9505.97, 9733.39];[0.0235443, 0.0470885, 0.0706328, 0.094177, 0.129493, 0.16481, 0.217784, 0.264873, 0.317847, 0.376708, 0.429683, 0.488543, 0.541518, 0.600378, 0.659239, 0.7181, 0.882909, 0.94177, 1.00063, 1.05361, 1.15367, 1.21253, 1.27139, 1.32436, 1.38322, 1.44209, 1.49506, 1.55392, 1.6069, 1.65398, 1.70696, 1.74816, 1.78936, 1.81879, 1.84822, 1.86588, 1.88943, 1.9012, 1.91886, 1.93063, 1.94829, 1.95417, 1.96595, 1.97183, 1.97772, 1.9836, 1.98949, 1.99538, 2.00715, 2.01303, 2.01892, 2.01892, 2.02481, 2.03658, 2.03658, 2.04246, 2.04246, 2.04835, 2.05424, 2.05424, 2.05424, 2.05424, 2.05424];181.932;9733.39;0.0235443;2.05424;0.000212152;3.41937005;0.000134838;1.059774505;1.00E-06
383;[704.988, 1182.56, 1478.2, 1682.88, 1910.29, 2092.22, 2296.9, 2478.83, 2660.76, 2797.21, 2933.66, 3047.37, 3138.33, 3206.56, 3274.78, 3343.01, 3411.23, 3456.72, 3524.94, 3570.42, 3615.91, 3661.39, 3729.62, 3775.1, 3820.58, 3866.06, 3934.29, 3979.77, 4048.0, 4116.22, 4207.19, 4298.15, 4411.86, 4525.57, 4684.76, 4866.69, 5048.63, 5230.56, 5435.23, 5639.91, 5844.58, 6072.0, 6253.93, 6458.6, 6686.02, 6913.43, 7118.11, 7345.52, 7550.2, 7777.61, 8005.03, 8209.7, 8391.63, 8619.05, 8823.72, 9051.14, 9278.55, 9483.23, 9710.64, 9938.06];[0.0294303, 0.0588606, 0.0824049, 0.100063, 0.117721, 0.135379, 0.16481, 0.19424, 0.235443, 0.276645, 0.323733, 0.376708, 0.429683, 0.482657, 0.541518, 0.594492, 0.653353, 0.712214, 0.788732, 0.847593, 0.906454, 0.959428, 1.01829, 1.07715, 1.13601, 1.18898, 1.24785, 1.30671, 1.35968, 1.41854, 1.47152, 1.52449, 1.57746, 1.62455, 1.66576, 1.70696, 1.7305, 1.76582, 1.78348, 1.79525, 1.81291, 1.83057, 1.85411, 1.85411, 1.87177, 1.87765, 1.88943, 1.9012, 1.91297, 1.91886, 1.93063, 1.93651, 1.94829, 1.94829, 1.96006, 1.96595, 1.97183, 1.97772, 1.9836, 1.98949];704.988;9938.06;0.0294303;1.98949;2.96E-05;10.18391902;5.85E-05;16.86574697;1.00E-06
77;[419.926, 909.84, 1180.76, 2341.2, 3806.43, 4671.12, 4957.84, 6134.09, 8784.59, 9960.83, 11426.1, 12015.3, 20034.6, 23012.4, 25990.3, 28672.4, 31052.0, 34032.1, 37010.0, 39987.8, 42369.7, 45051.8, 47731.6, 50714.0, 53393.9, 56374.0, 59351.9, 62332.0, 65011.8, 67992.0, 70972.1, 73949.9, 76632.0, 79609.9, 82292.0, 84974.1, 87949.7, 90329.3, 93309.4, 95084.0];[147.727, 236.742, 259.47, 285.985, 306.818, 331.439, 340.909, 354.167, 380.682, 393.939, 414.773, 420.455, 443.182, 445.076, 446.97, 446.97, 450.758, 450.758, 452.652, 454.545, 456.439, 456.439, 458.333, 456.439, 458.333, 458.333, 460.227, 460.227, 462.121, 462.121, 462.121, 464.015, 464.015, 465.909, 465.909, 465.909, 469.697, 473.485, 473.485, 484.848];419.926;95084;147.727;484.848;10;100;379.8750686;0.169966554;1.00E-06
77;[1195.72, 2391.43, 3886.08, 5081.8, 6277.51, 9565.74, 11060.4, 11658.2, 17039.0, 20925.0, 23316.5, 25110.1, 27202.6, 31686.5, 36469.4, 39458.7, 42746.9, 47828.7, 49024.4, 55003.0, 58889.1, 60981.6, 66661.2, 73237.7, 76227.0, 78618.4, 84298.0, 85194.8, 89977.7, 93863.8, 96255.2];[205.323, 228.137, 243.346, 269.962, 283.27, 311.787, 326.996, 336.502, 347.909, 353.612, 351.711, 353.612, 355.513, 357.414, 361.217, 361.217, 363.118, 363.118, 363.118, 365.019, 365.019, 365.019, 366.92, 368.821, 368.821, 368.821, 370.722, 370.722, 372.624, 372.624, 378.327];1195.72;96255.2;205.323;378.327;10;100;1107.80787;0.203625225;1.00E-06
77;[298.929, 597.858, 1195.72, 2391.43, 3886.08, 5081.8, 6875.37, 9565.74, 11060.4, 12256.1, 17039.0, 19430.4, 21522.9, 24811.1, 28099.3, 31686.5, 36768.3, 40056.5, 41850.1, 47828.7, 55003.0, 58590.1, 60981.6, 66661.2, 75330.2, 78319.5, 84298.0, 90276.6, 93564.8, 96255.2];[138.783, 174.905, 190.114, 209.125, 230.038, 252.852, 266.16, 288.973, 304.183, 317.49, 326.996, 326.996, 326.996, 330.798, 334.601, 336.502, 338.403, 338.403, 340.304, 340.304, 346.008, 346.008, 347.909, 347.909, 351.711, 351.711, 353.612, 355.513, 359.316, 365.019];298.929;96255.2;138.783;365.019;10;100;276.630078;0.195706749;1.00E-06
77;[1494.65, 4782.87, 6576.44, 9565.74, 10761.5, 12256.1, 16740.0, 21522.9, 24512.2, 27501.5, 31686.5, 36768.3, 39757.6, 42746.9, 47828.7, 48725.5, 55003.0, 58889.1, 60682.6, 66960.1, 73237.7, 75928.0, 78618.4, 84597.0, 90276.6, 93564.8, 96255.2];[188.213, 241.445, 266.16, 292.776, 300.38, 317.49, 325.095, 334.601, 334.601, 332.7, 338.403, 338.403, 340.304, 338.403, 340.304, 340.304, 342.205, 344.106, 342.205, 344.106, 344.106, 346.008, 346.008, 346.008, 347.909, 351.711, 353.612];1494.65;96255.2;188.213;353.612;10;100;1513.947557;0.217081877;1.00E-06
77;[67.7301, 1212.37, 2377.33, 3544.54, 4707.24, 5296.49, 6470.48, 9118.72, 10879.7, 12065.0, 16225.9, 19793.0, 20680.2, 22770.8, 24558.9, 27534.5, 30214.4, 31106.2, 36468.1, 39148.0, 42128.1, 47490.1, 48386.4, 54344.3, 58216.2, 60302.3, 66262.6, 68048.4, 71028.5, 75496.4, 78176.3, 83538.3, 90092.3, 93070.1, 95741.0];[193.182, 232.955, 255.682, 276.515, 301.136, 306.818, 321.97, 350.379, 373.106, 378.788, 388.258, 395.833, 401.515, 397.727, 397.727, 401.515, 403.409, 405.303, 407.197, 409.091, 409.091, 410.985, 409.091, 410.985, 412.879, 412.879, 412.879, 414.773, 414.773, 416.667, 418.561, 420.455, 422.348, 424.242, 433.712];67.7301;95741;193.182;433.712;10;100;69.19677869;0.172623822;9.793675232
77;[930.16, 2399.9, 3271.36, 4729.82, 6795.58, 9448.34, 10622.3, 12396.9, 16560.0, 19535.6, 21018.9, 22213.2, 24895.3, 27577.4, 30257.3, 31442.6, 36215.3, 39486.6, 40978.9, 42171.0, 47526.2, 48427.0, 54387.2, 58259.1, 60347.5, 66303.2, 72559.2, 75243.6, 77623.2, 83881.4, 89839.4, 93115.3, 95488.1];[219.697, 236.742, 255.682, 282.197, 299.242, 323.864, 339.015, 350.379, 357.955, 361.742, 367.424, 365.53, 365.53, 365.53, 367.424, 373.106, 369.318, 375.0, 373.106, 373.106, 380.682, 375.0, 375.0, 376.894, 375.0, 378.788, 380.682, 378.788, 382.576, 382.576, 384.47, 386.364, 395.833];930.16;95488.1;219.697;395.833;10;100;894.5201865;0.193013022;1.00E-06
77;[426.699, 695.362, 957.252, 975.313, 2422.48, 4763.68, 6824.93, 9782.48, 10658.5, 11843.7, 16300.4, 18980.2, 20759.3, 22249.3, 24337.7, 27315.5, 31480.9, 36547.1, 39224.7, 42505.1, 47268.8, 48460.9, 54421.1, 58290.7, 60379.1, 66632.8, 74676.9, 78248.5, 83612.8, 89864.2, 93142.4, 95813.2];[142.045, 166.667, 196.97, 181.818, 217.803, 253.788, 274.621, 293.561, 308.712, 314.394, 325.758, 327.652, 335.227, 335.227, 333.333, 335.227, 340.909, 340.909, 344.697, 342.803, 346.591, 346.591, 346.591, 350.379, 348.485, 352.273, 354.167, 357.955, 357.955, 363.636, 363.636, 373.106];426.699;95813.2;142.045;373.106;10;100;348.4958506;0.194603567;1.00E-06
77;[896.788, 1793.58, 3587.15, 4782.87, 6277.51, 8967.88, 9565.74, 11957.2, 20626.1, 23914.3, 25409.0, 28099.3, 30490.8, 36768.3, 39159.7, 42448.0, 48725.5, 54405.1, 58291.2, 61280.5, 66661.2, 73536.6, 75928.0, 78618.4, 84597.0, 90575.6, 93863.8, 96255.2];[0.00896788, 294.677, 317.49, 342.205, 366.92, 391.635, 401.141, 427.757, 452.471, 456.274, 460.076, 460.076, 461.977, 461.977, 465.779, 467.681, 467.681, 467.681, 471.483, 471.483, 473.384, 473.384, 473.384, 473.384, 475.285, 477.186, 479.087, 488.593];896.788;96255.2;0.00896788;488.593;10;100;842.8151051;0.21030006;1.00E-06
77;[597.858, 896.788, 2391.43, 3886.08, 4782.87, 6576.44, 9864.66, 11060.4, 11957.2, 16740.0, 19729.3, 21224.0, 23017.6, 25110.1, 27800.4, 31985.4, 36469.4, 39757.6, 42746.9, 47529.7, 48725.5, 54704.0, 58889.1, 60383.7, 66661.2, 75330.2, 78618.4, 84298.0, 90276.6, 93564.8, 96255.2];[0.00597858, 228.137, 252.852, 273.764, 294.677, 321.293, 344.106, 365.019, 378.327, 387.833, 389.734, 391.635, 393.536, 397.338, 395.437, 399.24, 401.141, 403.042, 403.042, 406.844, 404.943, 410.646, 408.745, 408.745, 412.548, 412.548, 414.449, 416.35, 420.152, 420.152, 423.954];597.858;96255.2;0.00597858;423.954;10;100;520.5884314;0.195917392;1.00E-06
77;[298.929, 896.788, 2391.43, 3587.15, 6277.51, 9864.66, 11359.3, 11658.2, 17636.8, 19430.4, 23316.5, 25707.9, 27800.4, 31985.4, 36469.4, 39159.7, 42746.9, 47529.7, 48725.5, 54704.0, 58889.1, 60981.6, 66661.2, 73237.7, 75928.0, 78618.4, 83999.1, 84298.0, 90575.6, 93863.8, 96255.2];[209.125, 224.335, 249.049, 269.962, 315.589, 338.403, 361.217, 368.821, 380.228, 384.03, 385.932, 389.734, 389.734, 393.536, 393.536, 393.536, 393.536, 397.338, 397.338, 399.24, 397.338, 397.338, 399.24, 401.141, 399.24, 403.042, 401.141, 401.141, 403.042, 404.943, 410.646];298.929;96255.2;209.125;410.646;10;100;294.5169492;0.188801285;1.00E-06
77;[298.929, 597.858, 1195.72, 2391.43, 3587.15, 5081.8, 6875.37, 9864.66, 12256.1, 16142.2, 19430.4, 22419.7, 25110.1, 27800.4, 30789.7, 36469.4, 39458.7, 42746.9, 48426.5, 54405.1, 60383.7, 66362.3, 75330.2, 83999.1, 89080.9, 93265.9, 95657.4];[0.00298929, 133.08, 142.586, 155.894, 171.103, 182.51, 199.62, 218.631, 235.741, 247.148, 250.951, 252.852, 256.654, 256.654, 258.555, 260.456, 264.259, 262.357, 264.259, 266.16, 269.962, 268.061, 271.863, 275.665, 277.567, 279.468, 287.072];298.929;95657.4;0.00298929;287.072;0.041210785;100;0.005389653;0.20895133;1.00E-06
77;[298.929, 2690.36, 3886.08, 5380.73, 6576.44, 9266.81, 12256.1, 16740.0, 21224.0, 25707.9, 28099.3, 31985.4, 36768.3, 39757.6, 42746.9, 47529.7, 49024.4, 54405.1, 58889.1, 60981.6, 66661.2, 72938.7, 75928.0, 78618.4, 83700.2, 85493.8, 89977.7, 93863.8, 96554.1];[218.631, 237.643, 258.555, 283.27, 296.578, 323.194, 349.81, 361.217, 366.92, 368.821, 368.821, 370.722, 372.624, 372.624, 372.624, 374.525, 376.426, 376.426, 376.426, 378.327, 376.426, 378.327, 378.327, 380.228, 378.327, 378.327, 382.129, 384.03, 387.833];298.929;96554.1;218.631;387.833;10;100;306.9658802;0.193065634;1.00E-06
77;[856.871, 2570.61, 4927.01, 8140.27, 10710.9, 12424.6, 15423.7, 17994.3, 23135.5, 27848.3, 33203.8, 38345.0, 43272.0, 47984.8, 53340.2, 58481.4, 63408.5, 68763.9, 73476.7, 78617.9, 83759.1, 88900.4, 91256.8, 93827.4, 96183.8, 98968.6, 100897.0];[0.00856871, 0.2784, 0.4096, 0.5248, 0.6016, 0.6432, 0.688, 0.72, 0.7712, 0.816, 0.8544, 0.88, 0.9056, 0.9312, 0.9568, 0.976, 0.9952, 1.0176, 1.0336, 1.0464, 1.0656, 1.0784, 1.088, 1.0912, 1.104, 1.1168, 1.1232];856.871;100897;0.00856871;1.1232;8.66E-05;1.198874732;0.000158051;0.493170024;1.00E-06
77;[334.364, 909.081, 1483.8, 3597.07, 4942.28, 10136.1, 14559.8, 19754.1, 29756.9, 39182.6, 48993.0, 58804.4, 68615.3, 77848.6, 88044.2, 92660.4, 96507.5];[78.5894, 82.3678, 86.1461, 90.6801, 92.9471, 93.7028, 95.2141, 95.2141, 96.7254, 98.2368, 99.7481, 99.7481, 100.504, 102.015, 102.771, 104.282, 105.038];334.364;96507.5;78.5894;105.038;0.008340934;98.73483722;0.000397531;0.275854829;1.00E-06
77;[553.396, 750.622, 1127.14, 3627.12, 5357.57, 9974.21, 14976.1, 19592.7, 29211.7, 38830.8, 48449.3, 58453.1, 68263.5, 78074.4, 87501.0, 92694.3, 96539.5];[37.0277, 29.471, 42.3174, 43.8287, 45.3401, 46.0957, 46.0957, 46.8514, 46.8514, 46.8514, 47.6071, 47.6071, 49.1184, 49.8741, 49.8741, 51.3854, 55.1637];553.396;96539.5;29.471;55.1637;0.00360222;48.90142836;0.000238043;0.289059743;1.00E-06
77;[570.356, 756.437, 2293.06, 4793.51, 5563.03, 9987.29, 15180.6, 19989.6, 29222.9, 39034.3, 48651.8, 58462.7, 68273.2, 77891.2, 87701.1, 93085.8, 96546.3];[10.5793, 20.403, 24.1814, 24.937, 24.937, 25.6927, 27.204, 27.9597, 29.471, 29.471, 31.738, 32.4937, 34.005, 35.5164, 37.7834, 40.806, 44.5844];570.356;96546.3;10.5793;44.5844;0.000852543;34.22380342;6.30E-05;0.327202974;1.00E-06
288;[3239.55, 5003.95, 6474.65, 7947.58, 10302.7, 12656.7, 16188.9, 20601.0, 25602.7, 32660.3, 40894.9, 50890.6, 57357.4, 64413.9, 72056.7, 80585.0, 90585.1, 97060.9, 101184.0];[0.363636, 0.454545, 0.545455, 0.727273, 0.954545, 1.13636, 1.45455, 1.72727, 2.09091, 2.45455, 2.90909, 3.31818, 3.54545, 3.86364, 4.13636, 4.59091, 5.18182, 5.77273, 6.22727];3239.55;101184;0.363636;6.22727;4.45E-06;18.47724482;4.95E-06;15.51144578;1.00E-06
298;[3527.69, 6173.17, 8231.27, 10289.4, 12347.5, 16168.8, 20578.7, 25281.2, 32041.8, 40270.8, 51143.1, 57315.2, 64073.5, 72006.6, 80528.2, 85523.3, 90517.2, 96688.2, 100801.0];[0.136364, 0.227273, 0.318182, 0.409091, 0.5, 0.636364, 0.818182, 0.954545, 1.18182, 1.40909, 1.63636, 1.81818, 1.95455, 2.09091, 2.27273, 2.36364, 2.40909, 2.54545, 2.59091];3527.69;100801;0.136364;2.59091;7.24E-06;6.14799398;1.28E-05;7.165351564;1.00E-06
303;[3247.27, 4431.68, 5910.63, 8272.19, 10340.2, 12704.9, 16247.8, 20088.3, 25110.1, 31901.2, 40166.2, 50790.6, 57282.0, 64068.0, 71739.7, 80587.5, 90321.0, 100937.0];[0.0736051, 0.136862, 0.200088, 0.252659, 0.315823, 0.400084, 0.484222, 0.600018, 0.747382, 0.915688, 1.0944, 1.30456, 1.42008, 1.53557, 1.6721, 1.78737, 1.92368, 2.04934];3247.27;100937;0.0736051;2.04934;6.77E-06;5.075708503;1.69E-05;8.734279491;1.00E-06
308;[2064.94, 3837.4, 6199.99, 8268.04, 10629.6, 12697.6, 16240.5, 20375.6, 25394.3, 32183.3, 40151.7, 45758.4, 50775.0, 54314.8, 57265.4, 60805.2, 64344.9, 71721.0, 80567.8, 90594.8, 100914.0];[0.0314749, 0.084107, 0.147241, 0.210406, 0.262976, 0.326141, 0.410279, 0.526045, 0.641719, 0.788898, 0.946518, 1.05157, 1.14612, 1.19856, 1.25107, 1.30352, 1.35597, 1.48196, 1.58667, 1.71239, 1.81694];2064.94;100914;0.0314749;1.81694;5.77E-06;5.00435545;1.72E-05;10.8297599;1.00E-06
288;[2486.29, 4418.9, 6352.56, 8008.32, 10215.7, 12700.9, 16013.5, 20155.5, 25402.8, 32032.2, 40320.6, 50543.6, 56624.6, 63810.9, 71551.9, 80400.2, 90077.0, 100863.0];[0.0767105, 0.153338, 0.214698, 0.291283, 0.398486, 0.490463, 0.628367, 0.781663, 0.96566, 1.1804, 1.42592, 1.71754, 1.85586, 2.02488, 2.17872, 2.33273, 2.51739, 2.67169];2486.29;100863;0.0767105;2.67169;6.36E-06;6.922934742;1.26E-05;9.623637394;1.00E-06
298;[4149.45, 6361.01, 8019.95, 9953.61, 12442.0, 15759.9, 20185.1, 25161.9, 32075.6, 40371.3, 50604.9, 56965.9, 63604.8, 71349.0, 80201.6, 89885.7, 100675.0];[0.0464267, 0.0925615, 0.123346, 0.184706, 0.230882, 0.292451, 0.354186, 0.446539, 0.554451, 0.693106, 0.832052, 0.924614, 1.00195, 1.10999, 1.20292, 1.28072, 1.38922];4149.45;100675;0.0464267;1.38922;4.08E-06;4.835632076;2.13E-05;19.68377779;1.00E-06
288;[3322.13, 6090.57, 8028.48, 10243.2, 12734.8, 16057.0, 20209.6, 25469.7, 32113.9, 40419.3, 50662.5, 57029.9, 63951.0, 80284.8, 90251.2, 100771.0];[0.14592, 0.218679, 0.273274, 0.346134, 0.437259, 0.546548, 0.674003, 0.837887, 1.00152, 1.25643, 1.54762, 1.69299, 1.87489, 2.25655, 2.47453, 2.67409];3322.13;100771;0.14592;2.67409;3.25E-06;10.87717259;1.06E-05;28.67829673;1.00E-06
77;[428.436, 1285.31, 2784.83, 5141.23, 7926.06, 8140.27, 10282.5, 12853.1, 15637.9, 18422.7, 20564.9, 23135.5, 25277.7, 28062.5, 32989.5, 35560.1, 38130.8, 43272.0, 45414.2, 48199.0, 53554.4, 56125.1, 58481.4, 61266.3, 65979.1, 68978.1, 71120.3, 73690.9, 76261.5, 81402.7, 83973.4, 86544.0, 91685.2, 96612.2, 98968.6, 101111.0];[0.0704, 0.2208, 0.336, 0.4256, 0.4896, 0.5312, 0.5344, 0.5664, 0.5984, 0.6176, 0.6368, 0.656, 0.6688, 0.6816, 0.7104, 0.7264, 0.7328, 0.752, 0.7584, 0.7744, 0.784, 0.7968, 0.8032, 0.8096, 0.8224, 0.8288, 0.8384, 0.8416, 0.8448, 0.8576, 0.864, 0.8736, 0.8832, 0.8928, 0.8992, 0.9056];428.436;101111;0.0704;0.9056;0.000139873;0.910204195;0.000299247;0.35996904;1.00E-06
298;[4706.35, 6644.26, 8028.48, 10243.2, 12734.8, 16057.0, 20209.6, 25469.7, 32113.9, 40419.3, 50662.5, 56753.1, 63674.2, 71425.8, 80561.7, 89974.4, 101048.0];[0.0357793, 0.0537441, 0.108439, 0.144669, 0.199163, 0.290138, 0.380962, 0.471587, 0.616906, 0.81687, 1.01648, 1.1619, 1.28886, 1.45229, 1.59716, 1.79692, 1.97807];4706.35;101048;0.0357793;1.97807;2.02E-07;100;1.04E-05;5084.162234;1.00E-06
288;[3057.12, 4724.1, 6113.25, 8058.07, 10278.7, 13056.0, 16110.2, 19995.9, 25268.7, 31927.7, 40249.8, 51065.4, 57164.8, 63818.9, 71581.3, 80175.3, 90428.3, 101236.0];[0.256496, 0.384715, 0.491564, 0.641153, 0.769255, 0.961525, 1.15374, 1.3672, 1.64466, 1.96468, 2.3272, 2.73206, 2.92362, 3.1365, 3.37058, 3.6259, 3.83802, 4.07145];3057.12;101236;0.256496;4.07145;1.04E-05;7.899425473;1.02E-05;4.689347569;1.00E-06
298;[2497.51, 4162.51, 5829.49, 8048.18, 9991.01, 12764.4, 16093.4, 20254.9, 25247.0, 31625.2, 40221.1, 51032.8, 56854.4, 63784.3, 71821.6, 80690.4, 90388.8, 101195.0];[0.128043, 0.213405, 0.341624, 0.426869, 0.533601, 0.640158, 0.789454, 0.981431, 1.17323, 1.4076, 1.70578, 2.02492, 2.19512, 2.38651, 2.57767, 2.79008, 2.98088, 3.19288];2497.51;101195;0.128043;3.19288;7.44E-06;7.417131357;1.14E-05;7.593736556;1.00E-06
298;[4429.51, 8582.17, 12181.1, 16057.0, 20486.5, 25469.7, 32113.9, 40419.3, 50662.5, 57029.9, 64227.9, 71979.5, 80561.7, 90251.2, 101325.0];[0.0398671, 0.0598007, 0.0697674, 0.0697674, 0.0996678, 0.139535, 0.179402, 0.219269, 0.299003, 0.318937, 0.358804, 0.408638, 0.468439, 0.508306, 0.568106];4429.51;101325;0.0398671;0.568106;5.67E-08;100;3.10E-05;54420.77348;1.00E-06
298;[6090.57, 7751.64, 10243.2, 12734.8, 15780.1, 19655.9, 25469.7, 31837.1, 40142.4, 50662.5, 57029.9, 63951.0, 71425.8, 80284.8, 90251.2, 101325.0];[0.0498339, 0.0598007, 0.0598007, 0.0598007, 0.0697674, 0.0598007, 0.0697674, 0.0697674, 0.0697674, 0.089701, 0.089701, 0.109635, 0.0996678, 0.0996678, 0.0996678, 0.109635];6090.57;101325;0.0498339;0.109635;9.85E-05;0.109369613;0.002315937;0.634643405;1.00E-06
298;[4429.51, 7751.64, 9689.55, 12181.1, 16057.0, 19932.8, 25192.8, 32113.9, 40419.3, 50662.5, 57029.9, 63674.2, 71425.8, 80561.7, 90251.2, 101325.0];[0.0199336, 0.0199336, 0.0398671, 0.0398671, 0.0398671, 0.0299003, 0.0398671, 0.0498339, 0.0498339, 0.0498339, 0.0498339, 0.0598007, 0.0598007, 0.0598007, 0.0598007, 0.0697674];4429.51;101325;0.0199336;0.0697674;7.48E-05;0.068988604;0.002864836;0.728933238;1.00E-06
298;[6389.74, 7776.81, 9997.65, 12773.7, 15828.3, 19993.4, 25545.5, 31930.4, 40537.1, 50809.5, 56638.2, 63856.9, 71629.9, 80515.2, 90508.0, 101335.0];[0.0263701, 0.0212331, 0.0213472, 0.0214899, 0.0268553, 0.0322777, 0.0325631, 0.0328913, 0.038542, 0.0442784, 0.0393697, 0.0449491, 0.0453486, 0.056222, 0.0515273, 0.0520838];6389.74;101335;0.0212331;0.056222;5.75E-05;0.058656448;0.002683392;0.850120719;1.00E-06
298;[9442.44, 12496.1, 15549.8, 20269.0, 25267.9, 31929.4, 40257.6, 50251.4, 56636.3, 64131.7, 71628.0, 80512.3, 90227.5, 101055.0];[0.0213187, 0.0214757, 0.0216326, 0.0218752, 0.0325488, 0.0276829, 0.028111, 0.0286247, 0.0289529, 0.0293382, 0.0349318, 0.0405968, 0.0358879, 0.0416528];9442.44;101055;0.0213187;0.0416528;8.10E-05;0.040453325;0.006173674;0.762489128;1.00E-06
298;[9719.08, 12495.1, 16104.0, 20545.7, 25265.0, 32205.1, 40255.7, 50804.7, 56913.0, 63853.1, 71905.6, 80510.4, 90226.6, 101053.0];[0.0161246, 0.0162673, 0.0164528, 0.0166811, 0.0169237, 0.0172804, 0.0176942, 0.0182365, 0.0237588, 0.0241155, 0.0349461, 0.0301801, 0.0306795, 0.031236];9719.08;101053;0.0161246;0.0349461;4.04E-05;0.036828981;0.003730268;1.174951313;1.00E-06
298;[5813.73, 7751.64, 9966.39, 12734.8, 16333.8, 20209.6, 25469.7, 32113.9, 40142.4, 50385.7, 57029.9, 63674.2, 71702.7, 80561.7, 90251.2, 101325.0];[0.057554, 0.0647482, 0.0863309, 0.0935252, 0.0935252, 0.100719, 0.107914, 0.115108, 0.122302, 0.122302, 0.129496, 0.136691, 0.143885, 0.151079, 0.158273, 0.158273];5813.73;101325;0.057554;0.158273;8.32E-05;0.166402907;0.001301028;0.688583717;1.00E-06
77;[642.653, 856.871, 2784.83, 5141.23, 7497.62, 10282.5, 12853.1, 15423.7, 17565.9, 20136.5, 22064.4, 23564.0, 25063.5, 26991.4, 28491.0, 31275.8, 32989.5, 35345.9, 38130.8, 40701.4, 45842.6, 47984.8, 51626.5, 53768.7, 55910.8, 58053.0, 61694.7, 63836.9, 65979.1, 68121.2, 71762.9, 73905.1, 76047.3, 80974.3, 83759.1, 85901.3, 88900.4, 91471.0, 93398.9, 95326.9, 97469.1, 99611.3, 101753.0];[0.0672, 0.2144, 0.3456, 0.4512, 0.5216, 0.576, 0.5952, 0.6272, 0.6432, 0.656, 0.656, 0.6624, 0.6752, 0.6816, 0.688, 0.7008, 0.7104, 0.72, 0.72, 0.7296, 0.7328, 0.7424, 0.7424, 0.7488, 0.7488, 0.7488, 0.7552, 0.7552, 0.7616, 0.7616, 0.7616, 0.7648, 0.7648, 0.7648, 0.7776, 0.7744, 0.7744, 0.7808, 0.7776, 0.784, 0.784, 0.784, 0.7808];642.653;101753;0.0672;0.784;0.000241093;0.804276588;0.000627442;0.270523584;1.00E-06
298;[3322.13, 5813.73, 10520.1, 12458.0, 15780.1, 20486.5, 25192.8, 32113.9, 40419.3, 50939.3, 57029.9, 63674.2, 71425.8, 80008.0, 90251.2, 101325.0];[0.0215827, 0.0359712, 0.028777, 0.028777, 0.0431655, 0.0359712, 0.0431655, 0.0431655, 0.0431655, 0.0503597, 0.057554, 0.057554, 0.057554, 0.0647482, 0.0719424, 0.0791367];3322.13;101325;0.0215827;0.0791367;5.86E-05;0.076247537;0.002174467;0.8555453;1.00E-06
298;[3322.13, 5813.73, 10520.1, 12458.0, 15780.1, 20486.5, 25192.8, 32113.9, 40419.3, 50939.3, 57029.9, 63674.2, 71425.8, 80008.0, 90251.2, 101325.0];[0.0215827, 0.0359712, 0.028777, 0.028777, 0.0431655, 0.0359712, 0.0431655, 0.0431655, 0.0431655, 0.0503597, 0.057554, 0.057554, 0.057554, 0.0647482, 0.0647482, 0.0719424];3322.13;101325;0.0215827;0.0719424;7.30E-05;0.070407617;0.002814513;0.747116677;1.00E-06
298;[4416.53, 9385.24, 12696.5, 16562.7, 20150.0, 26224.0, 32296.2, 40853.1, 50514.5, 57138.8, 64315.3, 71491.8, 80600.1, 90263.2, 100752.0];[0.0115132, 0.0230263, 0.0460526, 0.0345395, 0.0575658, 0.0575658, 0.0805921, 0.103618, 0.126645, 0.149671, 0.172697, 0.195724, 0.230263, 0.230263, 0.264803];4416.53;100752;0.0115132;0.264803;2.65E-08;99.99999985;5.35E-05;201236.5913;1.00E-06
298;[3584.63, 6069.44, 8553.34, 10762.1, 12969.9, 16282.0, 20424.3, 25669.1, 32570.4, 40852.2, 51067.6, 57416.7, 64043.8, 72048.6, 80055.2, 90270.5, 101036.0];[0.0575658, 0.0575658, 0.0690789, 0.0690789, 0.0805921, 0.0921053, 0.0805921, 0.0921053, 0.103618, 0.115132, 0.115132, 0.126645, 0.115132, 0.138158, 0.138158, 0.138158, 0.161184];3584.63;101036;0.0575658;0.161184;8.08E-05;0.1541674;0.001307658;0.682444491;1.00E-06
