experiment;temperature;pressure [Pa];uptake [mol/g]
10.1002adfm.200800058.Isotherm5;298;2415690;0.0925054
10.1002adfm.200800058.Isotherm5;298;2572550;0.0953377
10.1002adfm.200800058.Isotherm5;298;2713730;0.100942
10.1002adfm.200800058.Isotherm5;298;2870590;0.106552
10.1002adfm.200800058.Isotherm5;298;3011760;0.109379
10.1002adfm.200800058.Isotherm5;298;3168630;0.114989
10.1002adfm.200800058.Isotherm5;298;3325490;0.120599
10.1002adfm.200800058.Isotherm5;298;3466670;0.126204
10.1002adfm.200800058.Isotherm5;298;3623530;0.129036
10.1002adfm.200800058.Isotherm5;298;3780390;0.134646
10.1002adfm.200800058.Isotherm5;298;3921570;0.143028
10.1002adfm.200800058.Isotherm5;298;4062750;0.145855
10.1002adfm.200800058.Isotherm5;298;4219610;0.151465
10.1002adfm.200800058.Isotherm5;298;4360780;0.15707
10.1002adfm.200800058.Isotherm5;298;4517650;0.159902
10.1002adfm.200800058.Isotherm5;298;4658820;0.165507
10.1002adfm.200800058.Isotherm5;298;4815690;0.171117
10.1002adfm.200800058.Isotherm5;298;4956860;0.176721
10.1002adfm.200800058.Isotherm5;298;5113730;0.182331
10.1002adfm.200800058.Isotherm5;298;5270590;0.185163
10.1002adfm.200800058.Isotherm5;298;5411760;0.190768
10.1002adfm.200800058.Isotherm5;298;5568630;0.1936
10.1002adfm.200800058.Isotherm5;298;5725490;0.19921
10.1002adfm.200800058.Isotherm5;298;5866670;0.204815
10.1002adfm.200800058.Isotherm5;298;6023530;0.210425
10.1002adfm.200800058.Isotherm5;298;6164710;0.216029
10.1002adfm.200800058.Isotherm5;298;6305880;0.216078
10.1002adfm.200800058.Isotherm5;298;6447060;0.221683
10.1002adfm.200800058.Isotherm5;298;6603920;0.224515
10.1002adfm.200800058.Isotherm5;298;6760780;0.230125
10.1002adfm.200800058.Isotherm5;298;6901960;0.23573
10.1002adfm.200800058.Isotherm5;298;7058820;0.238562
10.1002adfm.200800058.Isotherm50;313;11.7145;0.0473332
10.1002adfm.200800058.Isotherm50;313;21.4766;0.0709997
10.1002adfm.200800058.Isotherm50;313;39.0484;0.097033
10.1002adfm.200800058.Isotherm50;313;54.6677;0.11715
10.1002adfm.200800058.Isotherm50;313;64.4298;0.1278
10.1002adfm.200800058.Isotherm50;313;74.1919;0.137266
10.1002adfm.200800058.Isotherm50;313;85.9065;0.146733
10.1002adfm.200800058.Isotherm50;313;99.5734;0.156199
10.1002adfm.200800058.Isotherm50;313;113.24;0.164483
10.1002adfm.200800058.Isotherm50;313;126.907;0.172766
10.1002adfm.200800058.Isotherm50;313;150.336;0.183416
10.1002adfm.200800058.Isotherm50;313;165.956;0.189333
10.1002adfm.200800058.Isotherm50;313;183.527;0.195249
10.1002adfm.200800058.Isotherm50;313;203.052;0.201166
10.1002adfm.200800058.Isotherm50;313;220.623;0.205899
10.1002adfm.200800058.Isotherm50;313;238.195;0.211816
10.1002adfm.200800058.Isotherm50;313;261.624;0.216549
10.1002adfm.200800058.Isotherm50;313;279.196;0.221283
10.1002adfm.200800058.Isotherm50;313;298.72;0.224833
10.1002adfm.200800058.Isotherm50;313;318.244;0.229566
10.1002adfm.200800058.Isotherm50;313;335.816;0.233116
10.1002adfm.200800058.Isotherm50;313;355.34;0.235483
10.1002adfm.200800058.Isotherm50;313;370.96;0.237849
10.1002adfm.200800058.Isotherm50;313;388.532;0.241399
10.1002adfm.200800058.Isotherm50;313;406.103;0.244949
10.1002adfm.200800058.Isotherm50;313;427.58;0.247316
10.1002adfm.200800058.Isotherm50;313;443.199;0.250866
10.1002adfm.200800058.Isotherm50;313;462.723;0.254416
10.1002adfm.200800058.Isotherm50;313;480.295;0.256782
10.1002adfm.200800058.Isotherm50;313;497.867;0.260332
10.1002adfm.200800058.Isotherm50;313;517.391;0.262699
10.1002adfm.200800058.Isotherm50;313;534.963;0.263882
10.1002adfm.200800058.Isotherm50;313;552.535;0.267432
10.1002adfm.200800058.Isotherm50;313;572.059;0.269799
10.1002adfm.200800058.Isotherm50;313;591.583;0.273349
10.1002adfm.200800058.Isotherm50;313;611.107;0.275716
10.1002adfm.200800058.Isotherm50;313;628.679;0.278082
10.1002adfm.200800058.Isotherm50;313;646.251;0.279266
10.1002adfm.200800058.Isotherm50;313;663.823;0.282816
10.1002adfm.200800058.Isotherm50;313;683.347;0.285182
10.1002adfm.200800058.Isotherm50;313;698.966;0.286366
10.1002adfm.200800058.Isotherm50;313;716.538;0.289916
10.1002adfm.200800058.Isotherm50;313;736.062;0.292282
10.1002adfm.200800058.Isotherm50;313;755.586;0.294649
10.1002adfm.200800058.Isotherm50;313;775.111;0.297016
10.1002adfm.200800058.Isotherm50;313;796.587;0.302932
10.1002adfm.200800058.Isotherm51;323;5.86E+00;0.0307666
10.1002adfm.200800058.Isotherm51;323;15.6194;0.0638998
10.1002adfm.200800058.Isotherm51;323;27.3339;0.082833
10.1002adfm.200800058.Isotherm51;323;39.0484;0.0958497
10.1002adfm.200800058.Isotherm51;323;54.6677;0.108866
10.1002adfm.200800058.Isotherm51;323;70.2871;0.1207
10.1002adfm.200800058.Isotherm51;323;93.7161;0.130166
10.1002adfm.200800058.Isotherm51;323;113.24;0.13135
10.1002adfm.200800058.Isotherm51;323;130.812;0.141999
10.1002adfm.200800058.Isotherm51;323;148.384;0.146733
10.1002adfm.200800058.Isotherm51;323;167.908;0.150283
10.1002adfm.200800058.Isotherm51;323;185.48;0.155016
10.1002adfm.200800058.Isotherm51;323;201.099;0.158566
10.1002adfm.200800058.Isotherm51;323;220.623;0.160933
10.1002adfm.200800058.Isotherm51;323;238.195;0.164483
10.1002adfm.200800058.Isotherm51;323;257.719;0.166849
10.1002adfm.200800058.Isotherm51;323;275.291;0.170399
10.1002adfm.200800058.Isotherm51;323;287.006;0.171583
10.1002adfm.200800058.Isotherm51;323;306.53;0.175133
10.1002adfm.200800058.Isotherm51;323;324.102;0.177499
10.1002adfm.200800058.Isotherm51;323;343.626;0.179866
10.1002adfm.200800058.Isotherm51;323;367.055;0.183416
10.1002adfm.200800058.Isotherm51;323;386.579;0.185783
10.1002adfm.200800058.Isotherm51;323;404.151;0.188149
10.1002adfm.200800058.Isotherm51;323;423.675;0.190516
10.1002adfm.200800058.Isotherm51;323;441.247;0.194066
10.1002adfm.200800058.Isotherm51;323;449.057;0.194066
10.1002adfm.200800058.Isotherm51;323;468.581;0.196433
10.1002adfm.200800058.Isotherm51;323;486.152;0.198799
10.1002adfm.200800058.Isotherm51;323;505.677;0.201166
10.1002adfm.200800058.Isotherm51;323;533.011;0.204716
10.1002adfm.200800058.Isotherm51;323;552.535;0.207083
10.1002adfm.200800058.Isotherm51;323;570.107;0.209449
10.1002adfm.200800058.Isotherm51;323;589.631;0.210633
10.1002adfm.200800058.Isotherm51;323;613.06;0.214183
10.1002adfm.200800058.Isotherm51;323;632.584;0.216549
10.1002adfm.200800058.Isotherm51;323;650.156;0.218916
10.1002adfm.200800058.Isotherm51;323;669.68;0.221283
10.1002adfm.200800058.Isotherm51;323;693.109;0.223649
10.1002adfm.200800058.Isotherm51;323;712.633;0.226016
10.1002adfm.200800058.Isotherm51;323;730.205;0.228383
10.1002adfm.200800058.Isotherm51;323;749.729;0.230749
10.1002adfm.200800058.Isotherm51;323;767.301;0.230749
10.1002adfm.200800058.Isotherm52;333;35.1436;0.0686331
10.1002adfm.200800058.Isotherm52;333;46.8581;0.0780997
10.1002adfm.200800058.Isotherm52;333;60.525;0.086383
10.1002adfm.200800058.Isotherm52;333;74.1919;0.0946663
10.1002adfm.200800058.Isotherm52;333;91.7637;0.100583
10.1002adfm.200800058.Isotherm52;333;111.288;0.107683
10.1002adfm.200800058.Isotherm52;333;128.86;0.111233
10.1002adfm.200800058.Isotherm52;333;148.384;0.115966
10.1002adfm.200800058.Isotherm52;333;165.956;0.119516
10.1002adfm.200800058.Isotherm52;333;185.48;0.123066
10.1002adfm.200800058.Isotherm52;333;203.052;0.125433
10.1002adfm.200800058.Isotherm52;333;220.623;0.128983
10.1002adfm.200800058.Isotherm52;333;240.148;0.13135
10.1002adfm.200800058.Isotherm52;333;259.672;0.1349
10.1002adfm.200800058.Isotherm52;333;277.244;0.137266
10.1002adfm.200800058.Isotherm52;333;296.768;0.139633
10.1002adfm.200800058.Isotherm52;333;314.34;0.141999
10.1002adfm.200800058.Isotherm52;333;333.864;0.144366
10.1002adfm.200800058.Isotherm52;333;351.436;0.146733
10.1002adfm.200800058.Isotherm52;333;370.96;0.149099
10.1002adfm.200800058.Isotherm52;333;390.484;0.151466
10.1002adfm.200800058.Isotherm52;333;408.056;0.152649
10.1002adfm.200800058.Isotherm52;333;427.58;0.155016
10.1002adfm.200800058.Isotherm52;333;445.152;0.157383
10.1002adfm.200800058.Isotherm52;333;462.723;0.159749
10.1002adfm.200800058.Isotherm52;333;482.248;0.162116
10.1002adfm.200800058.Isotherm52;333;501.772;0.163299
10.1002adfm.200800058.Isotherm52;333;519.344;0.165666
10.1002adfm.200800058.Isotherm52;333;527.153;0.166849
10.1002adfm.200800058.Isotherm52;333;546.677;0.168033
10.1002adfm.200800058.Isotherm52;333;564.249;0.170399
10.1002adfm.200800058.Isotherm52;333;583.773;0.172766
10.1002adfm.200800058.Isotherm52;333;601.345;0.175133
10.1002adfm.200800058.Isotherm52;333;618.917;0.176316
10.1002adfm.200800058.Isotherm52;333;638.441;0.178683
10.1002adfm.200800058.Isotherm52;333;656.013;0.181049
10.1002adfm.200800058.Isotherm52;333;675.537;0.182233
10.1002adfm.200800058.Isotherm52;333;695.061;0.184599
10.1002adfm.200800058.Isotherm52;333;712.633;0.185783
10.1002adfm.200800058.Isotherm52;333;732.157;0.188149
10.1002adfm.200800058.Isotherm52;333;749.729;0.190516
10.1002adfm.200800058.Isotherm52;333;763.396;0.186966
10.1002adfm.200800058.Isotherm53;343;3.90E+00;0.0177499
10.1002adfm.200800058.Isotherm53;343;17.5718;0.0354999
10.1002adfm.200800058.Isotherm53;343;31.2387;0.0473332
10.1002adfm.200800058.Isotherm53;343;42.9532;0.0567998
10.1002adfm.200800058.Isotherm53;343;56.6202;0.0650831
10.1002adfm.200800058.Isotherm53;343;72.2395;0.0733664
10.1002adfm.200800058.Isotherm53;343;87.8589;0.0792831
10.1002adfm.200800058.Isotherm53;343;105.431;0.0851997
10.1002adfm.200800058.Isotherm53;343;119.098;0.0887497
10.1002adfm.200800058.Isotherm53;343;136.669;0.0922997
10.1002adfm.200800058.Isotherm53;343;156.194;0.0958497
10.1002adfm.200800058.Isotherm53;343;173.765;0.0993996
10.1002adfm.200800058.Isotherm53;343;193.29;0.101766
10.1002adfm.200800058.Isotherm53;343;208.909;0.105316
10.1002adfm.200800058.Isotherm53;343;228.433;0.107683
10.1002adfm.200800058.Isotherm53;343;246.005;0.11005
10.1002adfm.200800058.Isotherm53;343;265.529;0.112416
10.1002adfm.200800058.Isotherm53;343;292.863;0.115966
10.1002adfm.200800058.Isotherm53;343;312.387;0.11715
10.1002adfm.200800058.Isotherm53;343;329.959;0.119516
10.1002adfm.200800058.Isotherm53;343;349.483;0.121883
10.1002adfm.200800058.Isotherm53;343;367.055;0.123066
10.1002adfm.200800058.Isotherm53;343;380.722;0.125433
10.1002adfm.200800058.Isotherm53;343;398.294;0.126616
10.1002adfm.200800058.Isotherm53;343;417.818;0.1278
10.1002adfm.200800058.Isotherm53;343;435.39;0.130166
10.1002adfm.200800058.Isotherm53;343;462.723;0.132533
10.1002adfm.200800058.Isotherm53;343;482.248;0.133716
10.1002adfm.200800058.Isotherm53;343;499.819;0.136083
10.1002adfm.200800058.Isotherm53;343;519.344;0.137266
10.1002adfm.200800058.Isotherm53;343;546.677;0.139633
10.1002adfm.200800058.Isotherm53;343;566.202;0.140816
10.1002adfm.200800058.Isotherm53;343;585.726;0.141999
10.1002adfm.200800058.Isotherm53;343;603.298;0.143183
10.1002adfm.200800058.Isotherm53;343;630.632;0.145549
10.1002adfm.200800058.Isotherm53;343;648.203;0.146733
10.1002adfm.200800058.Isotherm53;343;667.728;0.149099
10.1002adfm.200800058.Isotherm53;343;685.299;0.150283
10.1002adfm.200800058.Isotherm53;343;704.823;0.151466
10.1002adfm.200800058.Isotherm53;343;718.49;0.152649
10.1002adfm.200800058.Isotherm53;343;738.015;0.153833
10.1002adfm.200800058.Isotherm53;343;755.586;0.156199
10.1002adfm.200800058.Isotherm53;343;775.111;0.157383
10.1002adfm.200800058.Isotherm53;343;794.635;0.157383
10.1002adfm.200800058.Isotherm54;353;37.096;0.0236666
10.1002adfm.200800058.Isotherm54;353;50.7629;0.0307666
10.1002adfm.200800058.Isotherm54;353;66.3823;0.0390499
10.1002adfm.200800058.Isotherm54;353;82.0016;0.0449665
10.1002adfm.200800058.Isotherm54;353;99.5734;0.0520665
10.1002adfm.200800058.Isotherm54;353;117.145;0.0650831
10.1002adfm.200800058.Isotherm54;353;142.527;0.0650831
10.1002adfm.200800058.Isotherm54;353;160.098;0.0709997
10.1002adfm.200800058.Isotherm54;353;177.67;0.0745497
10.1002adfm.200800058.Isotherm54;353;197.194;0.0792831
10.1002adfm.200800058.Isotherm54;353;203.052;0.082833
10.1002adfm.200800058.Isotherm54;353;210.861;0.082833
10.1002adfm.200800058.Isotherm54;353;230.386;0.0851997
10.1002adfm.200800058.Isotherm54;353;247.957;0.0887497
10.1002adfm.200800058.Isotherm54;353;267.481;0.0922997
10.1002adfm.200800058.Isotherm54;353;285.053;0.0946663
10.1002adfm.200800058.Isotherm54;353;302.625;0.097033
10.1002adfm.200800058.Isotherm54;353;320.197;0.0993996
10.1002adfm.200800058.Isotherm54;353;339.721;0.101766
10.1002adfm.200800058.Isotherm54;353;359.245;0.104133
10.1002adfm.200800058.Isotherm54;353;376.817;0.104133
10.1002adfm.200800058.Isotherm54;353;394.389;0.107683
10.1002adfm.200800058.Isotherm54;353;413.913;0.108866
10.1002adfm.200800058.Isotherm54;353;433.437;0.11005
10.1002adfm.200800058.Isotherm54;353;451.009;0.112416
10.1002adfm.200800058.Isotherm54;353;468.581;0.1136
10.1002adfm.200800058.Isotherm54;353;488.105;0.1136
10.1002adfm.200800058.Isotherm54;353;507.629;0.114783
10.1002adfm.200800058.Isotherm54;353;525.201;0.11715
10.1002adfm.200800058.Isotherm54;353;544.725;0.115966
10.1002adfm.200800058.Isotherm54;353;564.249;0.118333
10.1002adfm.200800058.Isotherm54;353;581.821;0.119516
10.1002adfm.200800058.Isotherm54;353;601.345;0.119516
10.1002adfm.200800058.Isotherm54;353;620.869;0.1207
10.1002adfm.200800058.Isotherm54;353;640.394;0.121883
10.1002adfm.200800058.Isotherm54;353;659.918;0.121883
10.1002adfm.200800058.Isotherm54;353;679.442;0.121883
10.1002adfm.200800058.Isotherm54;353;698.966;0.123066
10.1002adfm.200800058.Isotherm54;353;710.681;0.125433
10.1002adfm.200800058.Isotherm54;353;714.586;0.125433
10.1002adfm.200800058.Isotherm54;353;732.157;0.12425
10.1002adfm.200800058.Isotherm54;353;751.682;0.12425
10.1002adfm.200800058.Isotherm54;353;771.206;0.12425
10.1002adfm.200800058.Isotherm54;353;794.635;0.130166
10.1002adfm.200800058.Isotherm55;373;37.096;0.0130166
10.1002adfm.200800058.Isotherm55;373;54.6677;0.0177499
10.1002adfm.200800058.Isotherm55;373;72.2395;0.0224833
10.1002adfm.200800058.Isotherm55;373;91.7637;0.0272166
10.1002adfm.200800058.Isotherm55;373;109.335;0.0295832
10.1002adfm.200800058.Isotherm55;373;124.955;0.0343165
10.1002adfm.200800058.Isotherm55;373;144.479;0.0366832
10.1002adfm.200800058.Isotherm55;373;164.003;0.0402332
10.1002adfm.200800058.Isotherm55;373;181.575;0.0425998
10.1002adfm.200800058.Isotherm55;373;201.099;0.0449665
10.1002adfm.200800058.Isotherm55;373;218.671;0.0473332
10.1002adfm.200800058.Isotherm55;373;238.195;0.0485165
10.1002adfm.200800058.Isotherm55;373;255.767;0.0508832
10.1002adfm.200800058.Isotherm55;373;275.291;0.0532498
10.1002adfm.200800058.Isotherm55;373;287.006;0.0544331
10.1002adfm.200800058.Isotherm55;373;306.53;0.0556165
10.1002adfm.200800058.Isotherm55;373;324.102;0.0579831
10.1002adfm.200800058.Isotherm55;373;343.626;0.0591665
10.1002adfm.200800058.Isotherm55;373;363.15;0.0603498
10.1002adfm.200800058.Isotherm55;373;380.722;0.0615331
10.1002adfm.200800058.Isotherm55;373;398.294;0.0638998
10.1002adfm.200800058.Isotherm55;373;417.818;0.0650831
10.1002adfm.200800058.Isotherm55;373;437.342;0.0662664
10.1002adfm.200800058.Isotherm55;373;456.866;0.0674498
10.1002adfm.200800058.Isotherm55;373;466.628;0.0686331
10.1002adfm.200800058.Isotherm55;373;486.152;0.0686331
10.1002adfm.200800058.Isotherm55;373;505.677;0.0698164
10.1002adfm.200800058.Isotherm55;373;525.201;0.0709997
10.1002adfm.200800058.Isotherm55;373;540.82;0.0721831
10.1002adfm.200800058.Isotherm55;373;560.344;0.0733664
10.1002adfm.200800058.Isotherm55;373;579.869;0.0745497
10.1002adfm.200800058.Isotherm55;373;597.44;0.0757331
10.1002adfm.200800058.Isotherm55;373;616.965;0.0769164
10.1002adfm.200800058.Isotherm55;373;636.489;0.0780997
10.1002adfm.200800058.Isotherm55;373;654.061;0.0780997
10.1002adfm.200800058.Isotherm55;373;673.585;0.0792831
10.1002adfm.200800058.Isotherm55;373;693.109;0.0792831
10.1002adfm.200800058.Isotherm55;373;712.633;0.0816497
10.1002adfm.200800058.Isotherm55;373;730.205;0.0816497
10.1002adfm.200800058.Isotherm55;373;749.729;0.0816497
10.1002adfm.200800058.Isotherm55;373;769.253;0.082833
10.1002adfm.200800058.Isotherm55;373;788.778;0.0840164
10.1002adfm.200800058.Isotherm55;373;796.587;0.086383
10.1002adfm.200800058.Isotherm56;393;35.1436;0.00709997
10.1002adfm.200800058.Isotherm56;393;52.7153;0.00946663
10.1002adfm.200800058.Isotherm56;393;72.2395;0.0118333
10.1002adfm.200800058.Isotherm56;393;89.8113;0.0141999
10.1002adfm.200800058.Isotherm56;393;109.335;0.0153833
10.1002adfm.200800058.Isotherm56;393;126.907;0.0177499
10.1002adfm.200800058.Isotherm56;393;144.479;0.0201166
10.1002adfm.200800058.Isotherm56;393;164.003;0.0212999
10.1002adfm.200800058.Isotherm56;393;183.527;0.0224833
10.1002adfm.200800058.Isotherm56;393;201.099;0.0248499
10.1002adfm.200800058.Isotherm56;393;220.623;0.0260332
10.1002adfm.200800058.Isotherm56;393;238.195;0.0272166
10.1002adfm.200800058.Isotherm56;393;257.719;0.0283999
10.1002adfm.200800058.Isotherm56;393;277.244;0.0295832
10.1002adfm.200800058.Isotherm56;393;296.768;0.0307666
10.1002adfm.200800058.Isotherm56;393;314.34;0.0319499
10.1002adfm.200800058.Isotherm56;393;333.864;0.0331332
10.1002adfm.200800058.Isotherm56;393;353.388;0.0343165
10.1002adfm.200800058.Isotherm56;393;372.912;0.0354999
10.1002adfm.200800058.Isotherm56;393;390.484;0.0366832
10.1002adfm.200800058.Isotherm56;393;410.008;0.0366832
10.1002adfm.200800058.Isotherm56;393;429.532;0.0378665
10.1002adfm.200800058.Isotherm56;393;447.104;0.0390499
10.1002adfm.200800058.Isotherm56;393;466.628;0.0390499
10.1002adfm.200800058.Isotherm56;393;486.152;0.0402332
10.1002adfm.200800058.Isotherm56;393;503.724;0.0402332
10.1002adfm.200800058.Isotherm56;393;523.248;0.0425998
10.1002adfm.200800058.Isotherm56;393;542.773;0.0425998
10.1002adfm.200800058.Isotherm56;393;562.297;0.0425998
10.1002adfm.200800058.Isotherm56;393;579.869;0.0437832
10.1002adfm.200800058.Isotherm56;393;599.393;0.0437832
10.1002adfm.200800058.Isotherm56;393;618.917;0.0449665
10.1002adfm.200800058.Isotherm56;393;638.441;0.0461498
10.1002adfm.200800058.Isotherm56;393;657.965;0.0461498
10.1002adfm.200800058.Isotherm56;393;677.49;0.0473332
10.1002adfm.200800058.Isotherm56;393;697.014;0.0473332
10.1002adfm.200800058.Isotherm56;393;716.538;0.0473332
10.1002adfm.200800058.Isotherm56;393;734.11;0.0485165
10.1002adfm.200800058.Isotherm56;393;753.634;0.0485165
10.1002adfm.200800058.Isotherm56;393;773.158;0.0496998
10.1002adfm.200800058.Isotherm56;393;792.682;0.0508832
10.1002adfm.200800058.Isotherm57;413;93.7161;0.00473332
10.1002adfm.200800058.Isotherm57;413;136.669;0.00591665
10.1002adfm.200800058.Isotherm57;413;156.194;0.00591665
10.1002adfm.200800058.Isotherm57;413;210.861;0.0082833
10.1002adfm.200800058.Isotherm57;413;230.386;0.00946663
10.1002adfm.200800058.Isotherm57;413;249.91;0.00946663
10.1002adfm.200800058.Isotherm57;413;269.434;0.01065
10.1002adfm.200800058.Isotherm57;413;288.958;0.01065
10.1002adfm.200800058.Isotherm57;413;304.577;0.01065
10.1002adfm.200800058.Isotherm57;413;324.102;0.0118333
10.1002adfm.200800058.Isotherm57;413;343.626;0.0118333
10.1002adfm.200800058.Isotherm57;413;363.15;0.0130166
10.1002adfm.200800058.Isotherm57;413;380.722;0.0118333
10.1002adfm.200800058.Isotherm57;413;398.294;0.0141999
10.1002adfm.200800058.Isotherm57;413;402.198;0.0141999
10.1002adfm.200800058.Isotherm57;413;421.723;0.0141999
10.1002adfm.200800058.Isotherm57;413;441.247;0.0141999
10.1002adfm.200800058.Isotherm57;413;458.819;0.0153833
10.1002adfm.200800058.Isotherm57;413;478.343;0.0153833
10.1002adfm.200800058.Isotherm57;413;497.867;0.0153833
10.1002adfm.200800058.Isotherm57;413;517.391;0.0165666
10.1002adfm.200800058.Isotherm57;413;536.915;0.0165666
10.1002adfm.200800058.Isotherm57;413;550.582;0.0165666
10.1002adfm.200800058.Isotherm57;413;570.107;0.0177499
10.1002adfm.200800058.Isotherm57;413;589.631;0.0177499
10.1002adfm.200800058.Isotherm57;413;609.155;0.0177499
10.1002adfm.200800058.Isotherm57;413;626.727;0.0189333
10.1002adfm.200800058.Isotherm57;413;646.251;0.0189333
10.1002adfm.200800058.Isotherm57;413;665.775;0.0189333
10.1002adfm.200800058.Isotherm57;413;683.347;0.0201166
10.1002adfm.200800058.Isotherm57;413;702.871;0.0201166
10.1002adfm.200800058.Isotherm57;413;718.49;0.0201166
10.1002adfm.200800058.Isotherm57;413;738.015;0.0201166
10.1002adfm.200800058.Isotherm57;413;757.539;0.0212999
10.1002adfm.200800058.Isotherm57;413;777.063;0.0212999
10.1002adfm.200800058.Isotherm57;413;794.635;0.0212999
10.1002adfm.200800058.Isotherm58;303;33.4701;0.118729
10.1002adfm.200800058.Isotherm58;303;46.8581;0.174978
10.1002adfm.200800058.Isotherm58;303;60.2461;0.231228
10.1002adfm.200800058.Isotherm58;303;73.6341;0.287477
10.1002adfm.200800058.Isotherm58;303;90.3691;0.343713
10.1002adfm.200800058.Isotherm58;303;97.0631;0.387478
10.1002adfm.200800058.Isotherm58;303;110.451;0.443727
10.1002adfm.200800058.Isotherm58;303;120.492;0.506245
10.1002adfm.200800058.Isotherm58;303;133.88;0.562495
10.1002adfm.200800058.Isotherm58;303;143.921;0.618757
10.1002adfm.200800058.Isotherm58;303;157.309;0.681263
10.1002adfm.200800058.Isotherm58;303;167.35;0.737525
10.1002adfm.200800058.Isotherm58;303;177.391;0.800044
10.1002adfm.200800058.Isotherm58;303;190.779;0.856293
10.1002adfm.200800058.Isotherm58;303;200.82;0.918811
10.1002adfm.200800058.Isotherm58;303;210.861;0.98133
10.1002adfm.200800058.Isotherm58;303;220.902;1.04385
10.1002adfm.200800058.Isotherm58;303;230.943;1.10011
10.1002adfm.200800058.Isotherm58;303;240.984;1.16263
10.1002adfm.200800058.Isotherm58;303;251.025;1.21889
10.1002adfm.200800058.Isotherm58;303;257.719;1.28142
10.1002adfm.200800058.Isotherm58;303;267.76;1.33769
10.1002adfm.200800058.Isotherm58;303;277.801;1.4002
10.1002adfm.200800058.Isotherm58;303;287.842;1.46272
10.1002adfm.200800058.Isotherm58;303;297.883;1.51898
10.1002adfm.200800058.Isotherm58;303;307.924;1.5815
10.1002adfm.200800058.Isotherm58;303;331.354;1.72529
10.1002adfm.200800058.Isotherm58;303;341.395;1.78156
10.1002adfm.200800058.Isotherm58;303;351.436;1.84407
10.1002adfm.200800058.Isotherm58;303;364.824;1.90032
10.1002adfm.200800058.Isotherm58;303;374.865;1.96284
10.1002adfm.200800058.Isotherm58;303;388.253;2.01909
10.1002adfm.200800058.Isotherm58;303;401.641;2.07534
10.1002adfm.200800058.Isotherm58;303;415.029;2.13159
10.1002adfm.200800058.Isotherm58;303;435.111;2.29416
10.1002adfm.200800058.Isotherm58;303;508.745;2.30013
10.1002adfm.200800058.Isotherm58;303;538.868;2.31878
10.1002adfm.200800058.Isotherm58;303;565.644;2.31867
10.1002adfm.200800058.Isotherm58;303;599.114;2.3248
10.1002adfm.200800058.Isotherm58;303;629.237;2.33094
10.1002adfm.200800058.Isotherm58;303;659.36;2.33082
10.1002adfm.200800058.Isotherm58;303;692.83;2.33694
10.1002adfm.200800058.Isotherm58;303;726.3;2.33681
10.1002adfm.200800058.Isotherm58;303;756.423;2.3367
10.1002adfm.200800058.Isotherm58;303;769.811;2.3429
10.1002adfm.200800058.Isotherm58;303;803.281;2.34277
10.1002adfm.200800058.Isotherm58;303;836.751;2.34264
10.1002adfm.200800058.Isotherm58;303;866.874;2.34878
10.1002adfm.200800058.Isotherm58;303;876.915;2.34874
10.1002adfm.200800058.Isotherm58;303;910.385;2.34861
10.1002adfm.200800058.Isotherm58;303;943.855;2.35473
10.1002adfm.200800058.Isotherm58;303;973.978;2.35461
10.1002adfm.200800058.Isotherm58;303;1007.45;2.35448
10.1002adfm.200800058.Isotherm58;303;1040.92;2.35435
10.1002adfm.200800058.Isotherm58;303;1074.39;2.35422
10.1002adfm.200800058.Isotherm58;303;1107.86;2.36035
10.1002adfm.200800058.Isotherm58;303;1141.33;2.36021
10.1002adfm.200800058.Isotherm58;303;1174.8;2.36008
10.1002adfm.200800058.Isotherm58;303;1194.88;2.36
10.1002adfm.200800058.Isotherm58;303;1228.35;2.35987
10.1002adfm.200800058.Isotherm58;303;1261.82;2.35974
10.1002adfm.200800058.Isotherm58;303;1288.6;2.35964
10.1002adfm.200800058.Isotherm58;303;1315.37;2.36579
10.1002adfm.200800058.Isotherm58;303;1348.84;2.36566
10.1002adfm.200800058.Isotherm58;303;1382.31;2.36553
10.1002adfm.200800058.Isotherm58;303;1392.35;2.35923
10.1002adfm.200800058.Isotherm58;303;1422.48;2.36537
10.1002adfm.200800058.Isotherm58;303;1455.95;2.36524
10.1002adfm.200800058.Isotherm58;303;1489.42;2.36511
10.1002adfm.200800058.Isotherm58;303;1512.85;2.37127
10.1002adfm.200800058.Isotherm58;303;1546.32;2.37114
10.1002adfm.200800058.Isotherm58;303;1579.79;2.37101
10.1002adfm.200800058.Isotherm59;323;33.4701;0.106217
10.1002adfm.200800058.Isotherm59;323;73.6341;0.181129
10.1002adfm.200800058.Isotherm59;323;100.41;0.249838
10.1002adfm.200800058.Isotherm59;323;137.227;0.374809
10.1002adfm.200800058.Isotherm59;323;160.656;0.449786
10.1002adfm.200800058.Isotherm59;323;174.044;0.506036
10.1002adfm.200800058.Isotherm59;323;190.779;0.562272
10.1002adfm.200800058.Isotherm59;323;214.208;0.662273
10.1002adfm.200800058.Isotherm59;323;227.596;0.718522
10.1002adfm.200800058.Isotherm59;323;240.984;0.774772
10.1002adfm.200800058.Isotherm59;323;277.801;0.987324
10.1002adfm.200800058.Isotherm59;323;287.842;1.04359
10.1002adfm.200800058.Isotherm59;323;301.23;1.10609
10.1002adfm.200800058.Isotherm59;323;321.312;1.21862
10.1002adfm.200800058.Isotherm59;323;331.354;1.27488
