experiment;temperature;pressure [Pa];uptake [mol/g]
10.1002adfm.200800058.Isotherm23;323;974.279;2.02075
10.1002adfm.200800058.Isotherm23;323;1089.65;2.04761
10.1002adfm.200800058.Isotherm23;323;1192.21;2.08117
10.1002adfm.200800058.Isotherm23;323;1243.49;2.08117
10.1002adfm.200800058.Isotherm23;323;1358.86;2.0946
10.1002adfm.200800058.Isotherm23;323;1487.06;2.10803
10.1002adfm.200800058.Isotherm23;323;1602.43;2.12817
10.1002adfm.200800058.Isotherm23;323;1756.27;2.13488
10.1002adfm.200800058.Isotherm23;323;1807.54;2.14831
10.1002adfm.200800058.Isotherm23;323;1935.74;2.14831
10.1002adfm.200800058.Isotherm23;323;2063.93;2.16173
10.1002adfm.200800058.Isotherm23;323;2179.31;2.16845
10.1002adfm.200800058.Isotherm23;323;2358.78;2.18187
10.1002adfm.200800058.Isotherm23;323;2486.97;2.18187
10.1002adfm.200800058.Isotherm23;323;2615.17;2.18859
10.1002adfm.200800058.Isotherm23;323;2743.36;2.1953
10.1002adfm.200800058.Isotherm23;323;2910.02;2.20201
10.1002adfm.200800058.Isotherm23;323;3038.21;2.20873
10.1002adfm.200800058.Isotherm23;323;3166.41;2.21544
10.1002adfm.200800058.Isotherm23;323;3294.6;2.21544
10.1002adfm.200800058.Isotherm23;323;3486.89;2.22216
10.1002adfm.200800058.Isotherm23;323;3615.09;2.22216
10.1002adfm.200800058.Isotherm23;323;3743.28;2.22887
10.1002adfm.200800058.Isotherm23;323;3871.48;2.22887
10.1002adfm.200800058.Isotherm23;323;4025.31;2.22887
10.1002adfm.200800058.Isotherm23;323;4153.5;2.23558
10.1002adfm.200800058.Isotherm23;323;4281.7;2.23558
10.1002adfm.200800058.Isotherm23;323;4409.89;2.2423
10.1002adfm.200800058.Isotherm23;323;4589.37;2.2423
10.1002adfm.200800058.Isotherm23;323;4717.56;2.2423
10.1002adfm.200800058.Isotherm23;323;4845.76;2.24901
10.1002adfm.200800058.Isotherm23;323;4973.95;2.24901
10.1002adfm.200800058.Isotherm23;323;5153.42;2.24901
10.1002adfm.200800058.Isotherm23;323;5281.62;2.24901
10.1002adfm.200800058.Isotherm23;323;5435.45;2.24901
10.1002adfm.200800058.Isotherm24;333;282.028;0.537077
10.1002adfm.200800058.Isotherm24;333;320.486;0.604211
10.1002adfm.200800058.Isotherm24;333;358.945;0.664633
10.1002adfm.200800058.Isotherm24;333;397.403;0.731767
10.1002adfm.200800058.Isotherm24;333;435.862;0.792188
10.1002adfm.200800058.Isotherm24;333;474.32;0.859323
10.1002adfm.200800058.Isotherm24;333;512.778;0.919744
10.1002adfm.200800058.Isotherm24;333;551.237;0.986879
10.1002adfm.200800058.Isotherm24;333;589.695;1.0473
10.1002adfm.200800058.Isotherm24;333;628.153;1.11443
10.1002adfm.200800058.Isotherm24;333;679.431;1.195
10.1002adfm.200800058.Isotherm24;333;717.89;1.25542
10.1002adfm.200800058.Isotherm24;333;769.168;1.32255
10.1002adfm.200800058.Isotherm24;333;807.626;1.38297
10.1002adfm.200800058.Isotherm24;333;846.084;1.45011
10.1002adfm.200800058.Isotherm24;333;897.362;1.51053
10.1002adfm.200800058.Isotherm24;333;948.64;1.57095
10.1002adfm.200800058.Isotherm24;333;999.918;1.63137
10.1002adfm.200800058.Isotherm24;333;1051.2;1.69851
10.1002adfm.200800058.Isotherm24;333;1102.47;1.75893
10.1002adfm.200800058.Isotherm24;333;1166.57;1.81263
10.1002adfm.200800058.Isotherm24;333;1192.21;1.92005
10.1002adfm.200800058.Isotherm24;333;1538.34;1.98718
10.1002adfm.200800058.Isotherm24;333;1653.71;2.00732
10.1002adfm.200800058.Isotherm24;333;1794.72;2.02746
10.1002adfm.200800058.Isotherm24;333;1910.1;2.04761
10.1002adfm.200800058.Isotherm24;333;2038.29;2.05432
10.1002adfm.200800058.Isotherm24;333;2153.67;2.07446
10.1002adfm.200800058.Isotherm24;333;2281.86;2.08117
10.1002adfm.200800058.Isotherm24;333;2345.96;2.08789
10.1002adfm.200800058.Isotherm24;333;2474.16;2.0946
10.1002adfm.200800058.Isotherm24;333;2602.35;2.10131
10.1002adfm.200800058.Isotherm24;333;2717.73;2.10803
10.1002adfm.200800058.Isotherm24;333;2910.02;2.12145
10.1002adfm.200800058.Isotherm24;333;3038.21;2.12817
10.1002adfm.200800058.Isotherm24;333;3166.41;2.12817
10.1002adfm.200800058.Isotherm24;333;3281.78;2.14159
10.1002adfm.200800058.Isotherm24;333;3474.07;2.14831
10.1002adfm.200800058.Isotherm24;333;3602.27;2.14831
10.1002adfm.200800058.Isotherm24;333;3730.46;2.15502
10.1002adfm.200800058.Isotherm24;333;3858.66;2.15502
10.1002adfm.200800058.Isotherm24;333;4012.49;2.16173
10.1002adfm.200800058.Isotherm24;333;4140.69;2.16845
10.1002adfm.200800058.Isotherm24;333;4268.88;2.16845
10.1002adfm.200800058.Isotherm24;333;4397.07;2.16845
10.1002adfm.200800058.Isotherm24;333;4576.55;2.18187
10.1002adfm.200800058.Isotherm24;333;4704.74;2.18187
10.1002adfm.200800058.Isotherm24;333;4832.94;2.18187
10.1002adfm.200800058.Isotherm24;333;4948.31;2.18859
10.1002adfm.200800058.Isotherm24;333;5076.51;2.1953
10.1002adfm.200800058.Isotherm24;333;5127.78;2.1953
10.1002adfm.200800058.Isotherm24;333;5255.98;2.1953
10.1002adfm.200800058.Isotherm24;333;5384.17;2.20201
10.1002adfm.200800058.Isotherm24;333;5448.27;2.1953
10.1002adfm.200800058.Isotherm25;343;76.9168;0.140983
10.1002adfm.200800058.Isotherm25;343;153.834;0.234971
10.1002adfm.200800058.Isotherm25;343;192.292;0.308819
10.1002adfm.200800058.Isotherm25;343;256.389;0.409521
10.1002adfm.200800058.Isotherm25;343;294.848;0.476656
10.1002adfm.200800058.Isotherm25;343;333.306;0.537077
10.1002adfm.200800058.Isotherm25;343;371.764;0.604211
10.1002adfm.200800058.Isotherm25;343;423.042;0.664633
10.1002adfm.200800058.Isotherm25;343;474.32;0.731767
10.1002adfm.200800058.Isotherm25;343;512.778;0.792188
10.1002adfm.200800058.Isotherm25;343;551.237;0.852609
10.1002adfm.200800058.Isotherm25;343;589.695;0.919744
10.1002adfm.200800058.Isotherm25;343;666.612;1.02045
10.1002adfm.200800058.Isotherm25;343;717.89;1.08087
10.1002adfm.200800058.Isotherm25;343;769.168;1.14129
10.1002adfm.200800058.Isotherm25;343;820.445;1.20842
10.1002adfm.200800058.Isotherm25;343;871.723;1.26884
10.1002adfm.200800058.Isotherm25;343;923.001;1.32927
10.1002adfm.200800058.Isotherm25;343;974.279;1.38969
10.1002adfm.200800058.Isotherm25;343;1025.56;1.45011
10.1002adfm.200800058.Isotherm25;343;1128.11;1.55081
10.1002adfm.200800058.Isotherm25;343;1192.21;1.65151
10.1002adfm.200800058.Isotherm25;343;1371.68;1.68508
10.1002adfm.200800058.Isotherm25;343;1525.52;1.75221
10.1002adfm.200800058.Isotherm25;343;1640.89;1.78578
10.1002adfm.200800058.Isotherm25;343;1769.09;1.82606
10.1002adfm.200800058.Isotherm25;343;1884.46;1.83949
10.1002adfm.200800058.Isotherm25;343;1999.84;1.86634
10.1002adfm.200800058.Isotherm25;343;2128.03;1.88648
10.1002adfm.200800058.Isotherm25;343;2243.41;1.89991
10.1002adfm.200800058.Isotherm25;343;2320.32;1.92005
10.1002adfm.200800058.Isotherm25;343;2435.7;1.92676
10.1002adfm.200800058.Isotherm25;343;2563.89;1.94019
10.1002adfm.200800058.Isotherm25;343;2692.09;1.95362
10.1002adfm.200800058.Isotherm25;343;2807.46;1.96033
10.1002adfm.200800058.Isotherm25;343;2910.02;1.96704
10.1002adfm.200800058.Isotherm25;343;3038.21;1.97376
10.1002adfm.200800058.Isotherm25;343;3153.59;1.98718
10.1002adfm.200800058.Isotherm25;343;3281.78;1.9939
10.1002adfm.200800058.Isotherm25;343;3409.98;2.00732
10.1002adfm.200800058.Isotherm25;343;3461.25;2.01404
10.1002adfm.200800058.Isotherm25;343;3589.45;2.02746
10.1002adfm.200800058.Isotherm25;343;3717.64;2.02746
10.1002adfm.200800058.Isotherm25;343;3833.02;2.04089
10.1002adfm.200800058.Isotherm25;343;3999.67;2.04761
10.1002adfm.200800058.Isotherm25;343;4127.87;2.05432
10.1002adfm.200800058.Isotherm25;343;4256.06;2.05432
10.1002adfm.200800058.Isotherm25;343;4384.25;2.05432
10.1002adfm.200800058.Isotherm25;343;4499.63;2.06103
10.1002adfm.200800058.Isotherm25;343;4563.73;2.06103
10.1002adfm.200800058.Isotherm25;343;4691.92;2.06103
10.1002adfm.200800058.Isotherm25;343;4820.12;2.06103
10.1002adfm.200800058.Isotherm25;343;4948.31;2.06775
10.1002adfm.200800058.Isotherm25;343;5089.33;2.07446
10.1002adfm.200800058.Isotherm25;343;5217.52;2.07446
10.1002adfm.200800058.Isotherm25;343;5345.71;2.08789
10.1002adfm.200800058.Isotherm25;343;5422.63;2.0946
10.1002adfm.200800058.Isotherm26;353;282.028;0.221544
10.1002adfm.200800058.Isotherm26;353;346.125;0.281965
10.1002adfm.200800058.Isotherm26;353;410.223;0.335673
10.1002adfm.200800058.Isotherm26;353;461.501;0.396094
10.1002adfm.200800058.Isotherm26;353;525.598;0.456515
10.1002adfm.200800058.Isotherm26;353;576.876;0.516936
10.1002adfm.200800058.Isotherm26;353;653.792;0.597498
10.1002adfm.200800058.Isotherm26;353;705.07;0.657919
10.1002adfm.200800058.Isotherm26;353;756.348;0.71834
10.1002adfm.200800058.Isotherm26;353;807.626;0.785475
10.1002adfm.200800058.Isotherm26;353;846.084;0.845896
10.1002adfm.200800058.Isotherm26;353;897.362;0.906317
10.1002adfm.200800058.Isotherm26;353;948.64;0.966738
10.1002adfm.200800058.Isotherm26;353;999.918;1.02716
10.1002adfm.200800058.Isotherm26;353;1051.2;1.09429
10.1002adfm.200800058.Isotherm26;353;1102.47;1.15472
10.1002adfm.200800058.Isotherm26;353;1153.75;1.21514
10.1002adfm.200800058.Isotherm26;353;1192.21;1.31584
10.1002adfm.200800058.Isotherm26;353;1346.04;1.35612
10.1002adfm.200800058.Isotherm26;353;1435.78;1.40983
10.1002adfm.200800058.Isotherm26;353;1551.15;1.46353
10.1002adfm.200800058.Isotherm26;353;1653.71;1.50381
10.1002adfm.200800058.Isotherm26;353;1756.27;1.53738
10.1002adfm.200800058.Isotherm26;353;1871.64;1.57095
10.1002adfm.200800058.Isotherm26;353;1987.02;1.5978
10.1002adfm.200800058.Isotherm26;353;2102.39;1.62466
10.1002adfm.200800058.Isotherm26;353;2217.77;1.65151
10.1002adfm.200800058.Isotherm26;353;2333.14;1.67836
10.1002adfm.200800058.Isotherm26;353;2448.52;1.69851
10.1002adfm.200800058.Isotherm26;353;2563.89;1.71865
10.1002adfm.200800058.Isotherm26;353;2692.09;1.73207
10.1002adfm.200800058.Isotherm26;353;2807.46;1.75221
10.1002adfm.200800058.Isotherm26;353;2935.66;1.77235
10.1002adfm.200800058.Isotherm26;353;3051.03;1.78578
10.1002adfm.200800058.Isotherm26;353;3179.23;1.79921
10.1002adfm.200800058.Isotherm26;353;3294.6;1.81263
10.1002adfm.200800058.Isotherm26;353;3422.8;1.82606
10.1002adfm.200800058.Isotherm26;353;3538.17;1.83277
10.1002adfm.200800058.Isotherm26;353;3666.37;1.8462
10.1002adfm.200800058.Isotherm26;353;3794.56;1.85291
10.1002adfm.200800058.Isotherm26;353;3909.93;1.86634
10.1002adfm.200800058.Isotherm26;353;4038.13;1.87306
10.1002adfm.200800058.Isotherm26;353;4166.32;1.88648
10.1002adfm.200800058.Isotherm26;353;4281.7;1.89991
10.1002adfm.200800058.Isotherm26;353;4409.89;1.90662
10.1002adfm.200800058.Isotherm26;353;4525.27;1.92676
10.1002adfm.200800058.Isotherm26;353;4653.46;1.92005
10.1002adfm.200800058.Isotherm26;353;4781.66;1.92005
10.1002adfm.200800058.Isotherm26;353;4897.03;1.92676
10.1002adfm.200800058.Isotherm26;353;5025.23;1.92676
10.1002adfm.200800058.Isotherm26;353;5153.42;1.92676
10.1002adfm.200800058.Isotherm26;353;5281.62;1.94019
10.1002adfm.200800058.Isotherm26;353;5409.81;1.95362
10.1002adfm.200800058.Isotherm27;373;294.848;0.181263
10.1002adfm.200800058.Isotherm27;373;384.584;0.228258
10.1002adfm.200800058.Isotherm27;373;461.501;0.275252
10.1002adfm.200800058.Isotherm27;373;551.237;0.32896
10.1002adfm.200800058.Isotherm27;373;666.612;0.389381
10.1002adfm.200800058.Isotherm27;373;756.348;0.436375
10.1002adfm.200800058.Isotherm27;373;846.084;0.483369
10.1002adfm.200800058.Isotherm27;373;935.82;0.52365
10.1002adfm.200800058.Isotherm27;373;1038.38;0.570644
10.1002adfm.200800058.Isotherm27;373;1128.11;0.610925
10.1002adfm.200800058.Isotherm27;373;1192.21;0.637779
10.1002adfm.200800058.Isotherm27;373;1294.77;0.678059
10.1002adfm.200800058.Isotherm27;373;1384.5;0.71834
10.1002adfm.200800058.Isotherm27;373;1487.06;0.758621
10.1002adfm.200800058.Isotherm27;373;1589.61;0.798902
10.1002adfm.200800058.Isotherm27;373;1692.17;0.839182
10.1002adfm.200800058.Isotherm27;373;1794.72;0.859323
10.1002adfm.200800058.Isotherm27;373;1884.46;0.906317
10.1002adfm.200800058.Isotherm27;373;1987.02;0.939884
10.1002adfm.200800058.Isotherm27;373;2089.57;0.973452
10.1002adfm.200800058.Isotherm27;373;2204.95;1.00702
10.1002adfm.200800058.Isotherm27;373;2307.5;1.06073
10.1002adfm.200800058.Isotherm27;373;2397.24;1.07415
10.1002adfm.200800058.Isotherm27;373;2525.43;1.10101
10.1002adfm.200800058.Isotherm27;373;2640.81;1.13457
10.1002adfm.200800058.Isotherm27;373;2743.36;1.16143
10.1002adfm.200800058.Isotherm27;373;2858.74;1.21514
10.1002adfm.200800058.Isotherm27;373;2961.29;1.22185
10.1002adfm.200800058.Isotherm27;373;3076.67;1.2487
10.1002adfm.200800058.Isotherm27;373;3192.05;1.27556
10.1002adfm.200800058.Isotherm27;373;3307.42;1.30241
10.1002adfm.200800058.Isotherm27;373;3435.61;1.35612
10.1002adfm.200800058.Isotherm27;373;3538.17;1.35612
10.1002adfm.200800058.Isotherm27;373;3666.37;1.38297
10.1002adfm.200800058.Isotherm27;373;3781.74;1.40311
10.1002adfm.200800058.Isotherm27;373;3897.12;1.42997
10.1002adfm.200800058.Isotherm27;373;3986.85;1.45682
10.1002adfm.200800058.Isotherm27;373;4115.05;1.47025
10.1002adfm.200800058.Isotherm27;373;4230.42;1.49039
10.1002adfm.200800058.Isotherm27;373;4345.8;1.51724
10.1002adfm.200800058.Isotherm27;373;4435.53;1.53738
10.1002adfm.200800058.Isotherm27;373;4538.09;1.55752
10.1002adfm.200800058.Isotherm27;373;4691.92;1.57766
10.1002adfm.200800058.Isotherm27;373;4820.12;1.5978
10.1002adfm.200800058.Isotherm27;373;4935.49;1.61123
10.1002adfm.200800058.Isotherm27;373;5114.96;1.63137
10.1002adfm.200800058.Isotherm27;373;5217.52;1.65151
10.1002adfm.200800058.Isotherm27;373;5345.71;1.67836
10.1002adfm.200800058.Isotherm27;373;5422.63;1.67165
10.1002adfm.200800058.Isotherm28;383;307.667;0.114129
10.1002adfm.200800058.Isotherm28;383;410.223;0.147696
10.1002adfm.200800058.Isotherm28;383;525.598;0.181263
10.1002adfm.200800058.Isotherm28;383;628.153;0.221544
10.1002adfm.200800058.Isotherm28;383;730.709;0.255111
10.1002adfm.200800058.Isotherm28;383;846.084;0.288679
10.1002adfm.200800058.Isotherm28;383;961.459;0.315533
10.1002adfm.200800058.Isotherm28;383;1064.02;0.355813
10.1002adfm.200800058.Isotherm28;383;1230.67;0.402808
10.1002adfm.200800058.Isotherm28;383;1346.04;0.429661
10.1002adfm.200800058.Isotherm28;383;1448.6;0.463229
10.1002adfm.200800058.Isotherm28;383;1563.97;0.496796
10.1002adfm.200800058.Isotherm28;383;1679.35;0.530363
10.1002adfm.200800058.Isotherm28;383;1794.72;0.563931
10.1002adfm.200800058.Isotherm28;383;1910.1;0.590784
10.1002adfm.200800058.Isotherm28;383;2025.47;0.624352
10.1002adfm.200800058.Isotherm28;383;2140.85;0.651206
10.1002adfm.200800058.Isotherm28;383;2243.41;0.684773
10.1002adfm.200800058.Isotherm28;383;2345.96;0.711627
10.1002adfm.200800058.Isotherm28;383;2461.34;0.745194
10.1002adfm.200800058.Isotherm28;383;2576.71;0.772048
10.1002adfm.200800058.Isotherm28;383;2692.09;0.805615
10.1002adfm.200800058.Isotherm28;383;2794.64;0.832469
10.1002adfm.200800058.Isotherm28;383;2910.02;0.859323
10.1002adfm.200800058.Isotherm28;383;3012.57;0.89289
10.1002adfm.200800058.Isotherm28;383;3140.77;0.919744
10.1002adfm.200800058.Isotherm28;383;3256.14;0.946598
10.1002adfm.200800058.Isotherm28;383;3371.52;0.973452
10.1002adfm.200800058.Isotherm28;383;3448.43;0.986879
10.1002adfm.200800058.Isotherm28;383;3563.81;1.01373
10.1002adfm.200800058.Isotherm28;383;3679.18;1.03387
10.1002adfm.200800058.Isotherm28;383;3807.38;1.06073
10.1002adfm.200800058.Isotherm28;383;3922.75;1.08087
10.1002adfm.200800058.Isotherm28;383;4038.13;1.10101
10.1002adfm.200800058.Isotherm28;383;4153.5;1.12115
10.1002adfm.200800058.Isotherm28;383;4281.7;1.14129
10.1002adfm.200800058.Isotherm28;383;4397.07;1.16143
10.1002adfm.200800058.Isotherm28;383;4576.55;1.195
10.1002adfm.200800058.Isotherm28;383;4691.92;1.21514
10.1002adfm.200800058.Isotherm28;383;4820.12;1.22856
10.1002adfm.200800058.Isotherm28;383;4935.49;1.2487
10.1002adfm.200800058.Isotherm28;383;5063.69;1.26213
10.1002adfm.200800058.Isotherm28;383;5127.78;1.27556
10.1002adfm.200800058.Isotherm28;383;5243.16;1.2957
10.1002adfm.200800058.Isotherm28;383;5371.35;1.30241
10.1002adfm.200800058.Isotherm29;393;628.153;0.147696
10.1002adfm.200800058.Isotherm29;393;743.529;0.161123
10.1002adfm.200800058.Isotherm29;393;858.904;0.181263
10.1002adfm.200800058.Isotherm29;393;987.098;0.208117
10.1002adfm.200800058.Isotherm29;393;1102.47;0.228258
10.1002adfm.200800058.Isotherm29;393;1217.85;0.241685
10.1002adfm.200800058.Isotherm29;393;1333.22;0.261825
10.1002adfm.200800058.Isotherm29;393;1448.6;0.288679
10.1002adfm.200800058.Isotherm29;393;1576.79;0.302106
10.1002adfm.200800058.Isotherm29;393;1692.17;0.32896
10.1002adfm.200800058.Isotherm29;393;1794.72;0.3491
10.1002adfm.200800058.Isotherm29;393;1922.92;0.36924
10.1002adfm.200800058.Isotherm29;393;2038.29;0.389381
10.1002adfm.200800058.Isotherm29;393;2153.67;0.416235
10.1002adfm.200800058.Isotherm29;393;2281.86;0.436375
10.1002adfm.200800058.Isotherm29;393;2320.32;0.456515
10.1002adfm.200800058.Isotherm29;393;2435.7;0.463229
10.1002adfm.200800058.Isotherm29;393;2563.89;0.483369
10.1002adfm.200800058.Isotherm29;393;2679.27;0.503509
10.1002adfm.200800058.Isotherm29;393;2807.46;0.530363
10.1002adfm.200800058.Isotherm29;393;2884.38;0.557217
10.1002adfm.200800058.Isotherm29;393;2999.75;0.563931
10.1002adfm.200800058.Isotherm29;393;3115.13;0.584071
10.1002adfm.200800058.Isotherm29;393;3243.32;0.604211
10.1002adfm.200800058.Isotherm29;393;3358.7;0.631065
10.1002adfm.200800058.Isotherm29;393;3409.98;0.651206
10.1002adfm.200800058.Isotherm29;393;3538.17;0.657919
10.1002adfm.200800058.Isotherm29;393;3653.55;0.678059
10.1002adfm.200800058.Isotherm29;393;3768.92;0.704913
10.1002adfm.200800058.Isotherm29;393;3897.12;0.725054
10.1002adfm.200800058.Isotherm29;393;3999.67;0.745194
10.1002adfm.200800058.Isotherm29;393;4127.87;0.765334
10.1002adfm.200800058.Isotherm29;393;4243.24;0.785475
10.1002adfm.200800058.Isotherm29;393;4358.62;0.805615
10.1002adfm.200800058.Isotherm29;393;4473.99;0.832469
10.1002adfm.200800058.Isotherm29;393;4602.19;0.845896
10.1002adfm.200800058.Isotherm29;393;4717.56;0.87275
10.1002adfm.200800058.Isotherm29;393;4845.76;0.89289
10.1002adfm.200800058.Isotherm29;393;4961.13;0.913031
10.1002adfm.200800058.Isotherm29;393;5076.51;0.926457
10.1002adfm.200800058.Isotherm29;393;5114.96;0.946598
10.1002adfm.200800058.Isotherm29;393;5230.34;0.966738
10.1002adfm.200800058.Isotherm29;393;5358.53;0.980165
10.1002adfm.200800058.Isotherm3;87;447.47;3.14465
10.1002adfm.200800058.Isotherm3;87;894.248;5.97484
10.1002adfm.200800058.Isotherm3;87;1787.8;11.6352
10.1002adfm.200800058.Isotherm3;87;4008.53;19.8113
10.1002adfm.200800058.Isotherm3;87;4895.16;22.327
10.1002adfm.200800058.Isotherm3;87;7551.58;28.3019
10.1002adfm.200800058.Isotherm3;87;10206.6;33.6478
10.1002adfm.200800058.Isotherm3;87;12638.6;37.7358
10.1002adfm.200800058.Isotherm3;87;15067.1;40.2516
10.1002adfm.200800058.Isotherm3;87;18158.6;43.7107
10.1002adfm.200800058.Isotherm3;87;19924.2;45.283
10.1002adfm.200800058.Isotherm3;87;25440;49.3711
10.1002adfm.200800058.Isotherm3;87;31836.9;53.4591
10.1002adfm.200800058.Isotherm3;87;35805.9;55.3459
10.1002adfm.200800058.Isotherm3;87;45727.2;59.434
10.1002adfm.200800058.Isotherm3;87;55646.3;62.5786
10.1002adfm.200800058.Isotherm3;87;66003.9;64.7799
10.1002adfm.200800058.Isotherm3;87;76142.7;67.6101
10.1002adfm.200800058.Isotherm3;87;86278.6;69.1824
10.1002adfm.200800058.Isotherm3;87;96415.3;71.0692
10.1002adfm.200800058.Isotherm3;87;99279.5;71.3836
10.1002adfm.200800058.Isotherm3;87;102144;72.0126
10.1002adfm.200800058.Isotherm30;403;282.028;0.0402808
10.1002adfm.200800058.Isotherm30;403;858.904;0.0939884
10.1002adfm.200800058.Isotherm30;403;1064.02;0.114129
10.1002adfm.200800058.Isotherm30;403;1243.49;0.140983
10.1002adfm.200800058.Isotherm30;403;1371.68;0.15441
10.1002adfm.200800058.Isotherm30;403;1487.06;0.167836
10.1002adfm.200800058.Isotherm30;403;1615.25;0.181263
10.1002adfm.200800058.Isotherm30;403;1781.9;0.19469
10.1002adfm.200800058.Isotherm30;403;1897.28;0.214831
10.1002adfm.200800058.Isotherm30;403;2025.47;0.228258
10.1002adfm.200800058.Isotherm30;403;2140.85;0.241685
10.1002adfm.200800058.Isotherm30;403;2269.04;0.261825
10.1002adfm.200800058.Isotherm30;403;2384.42;0.275252
10.1002adfm.200800058.Isotherm30;403;2512.61;0.281965
10.1002adfm.200800058.Isotherm30;403;2627.99;0.302106
10.1002adfm.200800058.Isotherm30;403;2756.18;0.315533
10.1002adfm.200800058.Isotherm30;403;2871.56;0.342386
10.1002adfm.200800058.Isotherm30;403;2986.93;0.342386
10.1002adfm.200800058.Isotherm30;403;3102.31;0.355813
10.1002adfm.200800058.Isotherm30;403;3230.5;0.36924
10.1002adfm.200800058.Isotherm30;403;3358.7;0.382667
10.1002adfm.200800058.Isotherm30;403;3448.43;0.396094
10.1002adfm.200800058.Isotherm30;403;3563.81;0.409521
10.1002adfm.200800058.Isotherm30;403;3692;0.422948
10.1002adfm.200800058.Isotherm30;403;3807.38;0.436375
10.1002adfm.200800058.Isotherm30;403;3935.57;0.449802
10.1002adfm.200800058.Isotherm30;403;4050.95;0.463229
10.1002adfm.200800058.Isotherm30;403;4179.14;0.476656
10.1002adfm.200800058.Isotherm30;403;4294.52;0.496796
10.1002adfm.200800058.Isotherm30;403;4422.71;0.510223
10.1002adfm.200800058.Isotherm30;403;4538.09;0.530363
10.1002adfm.200800058.Isotherm30;403;4666.28;0.537077
10.1002adfm.200800058.Isotherm30;403;4781.66;0.550504
10.1002adfm.200800058.Isotherm30;403;4909.85;0.563931
10.1002adfm.200800058.Isotherm30;403;5025.23;0.577358
10.1002adfm.200800058.Isotherm30;403;5140.6;0.590784
10.1002adfm.200800058.Isotherm30;403;5268.8;0.604211
